Time Steps,h
30,"[  0.34694725  -1.0870632    0.32831642   0.35991284   0.34748143
   0.3571316    0.35984775   0.32432997   0.33433956   0.2891581
   0.33170417   0.30609035  -0.716496     0.33961946   0.29794884
   0.30404788   0.3477324    0.30744347   0.30976903   0.3490701
   0.33927828  -0.8280009    0.33674607   0.3599855    0.34856042
   0.34225106   0.33547693   0.25481805   0.1417447   -0.05003744
   0.343844     0.35406685   0.34155837   0.35976547   0.35067675
   0.3432691    0.33902913   0.3325492    0.3453611    0.33851853
  -0.15304369   0.3208288    0.3446729    0.34558302   0.3443343
   0.3381141   -1.0481173  -10.32279      0.3417652    0.14853708
  -0.1192984   -0.4368428    0.21865942   0.35712314   0.34893358
   0.3461333    0.33003056   0.3597375    0.3370541    0.2961298
   0.3591854    0.3599895    0.35847414   0.35306677]"
31,"[ 0.34766927  0.2666726   0.35956964  0.3599877   0.35871822  0.35916302
  0.35996816  0.3428693   0.33320972  0.3338922   0.34114814  0.22038507
  0.2725458   0.3346403   0.34743127  0.33499962  0.0650292   0.32598686
  0.3318541   0.3578409   0.34443516  0.35408086  0.05114219  0.35999912
  0.16800044  0.35844788  0.34174663  0.10860515  0.32849884  0.35423636
  0.35754746  0.3547463   0.3592652   0.23715623  0.13618691  0.34608483
 -0.64020085  0.33491364  0.34298915  0.33819687  0.26094264  0.35273516
  0.34659666  0.34558553  0.34527764  0.27169442  0.34104905  0.24508294
  0.2296276   0.2087054   0.31203893  0.34986645  0.28102922  0.3490476
  0.3587111   0.33471295  0.33948913  0.30997592  0.23609662  0.30522037
  0.35975993  0.35999805  0.35909224  0.3594157 ]"
32,"[ 0.347774    0.31063613  0.34132558  0.35999802  0.35927117  0.3598454
  0.35999176  0.34472075  0.31855407  0.3446758   0.33809763  0.34826913
  0.28699577  0.33543554  0.34802294  0.15052341  0.23882136  0.3376275
  0.34297     0.35978806  0.30989593  0.3299694  -0.4272666   0.35999992
  0.34905252  0.3592325   0.3414717   0.3210048   0.33388525  0.3391473
  0.35921955  0.328722    0.35932216  0.35964367 -3.5087814   0.33345425
  0.35872257  0.33915538  0.17883351  0.35706508 -1.7822818   0.3580872
  0.3307878   0.34558675  0.35895455  0.33556986  0.35633767  0.35401002
  0.33942088  0.34499538 -0.4488433   0.3484682   0.33311746  0.35755044
  0.35979685  0.34432754  0.34050667  0.3598623  -0.53276443 -1.5298697
  0.3599833   0.3599996   0.3597609   0.3597915 ]"
33,"[ 0.34775183  0.31922242  0.35996765  0.3599997   0.35987863  0.03785014
  0.35999802  0.34654635  0.2253932   0.23279864  0.35225755  0.33937287
  0.30412903  0.3512813   0.34744722 -0.10792834 -0.04645473  0.3110904
  0.32870418  0.35999057  0.3377646   0.34089392  0.3572541   0.03104147
  0.34794712  0.3598867   0.3310456   0.16970226  0.25112715  0.31389138
 -0.3904366   0.34040403  0.3598903  -0.45710522  0.35504845  0.3378182
  0.35067213  0.34188217 -0.01691666 -2.5876594   0.04573035  0.3596385
  0.3430281   0.06264797  0.35831076  0.32689965  0.35070634  0.34329194
  0.35786265  0.29022154  0.07805392  0.26252264  0.35844985 -1.4730552
  0.35996634  0.34378493  0.35918605  0.35980952  0.35673267  0.23072505
  0.35999766 -1.6995884   0.35997915  0.3599831 ]"
34,"[ 0.34772986  0.31063944  0.35999382  0.35999995  0.35998413  0.2811818
  0.35999966  0.3473663   0.34882697 -0.01763922  0.35724172  0.3420559
  0.35513848  0.3496692   0.12954982  0.3365529   0.3510636   0.3463887
 -1.1009934   0.35999987  0.35877395 -1.6552643   0.35695896  0.20441753
  0.34738785  0.35998592  0.3595904   0.31118855  0.2971518   0.34849033
  0.32414693  0.07928562  0.26759446  0.2460956   0.3589008   0.33813307
  0.34725094  0.31447753  0.34898147 -0.416386    0.35263327  0.35993564
  0.25107569  0.31465614  0.3596424  -0.01091516  0.34873533  0.32296625
  0.3591947  -0.7777164   0.35470405  0.35897368  0.35976708  0.3495678
  0.35999432  0.3286659   0.3597705   0.35998037  0.35294724  0.2692144
  0.35999975  0.04139271 -0.5567765   0.05732769]"
35,"[ 0.3450122   0.3093595  -0.4510585   0.35997382 -0.587429   -0.58853674
  0.35999995  0.32993278  0.35761827  0.32664973  0.35887393 -0.19873679
  0.35775414  0.3381161   0.3584526   0.34697634  0.31094602  0.35593253
 -0.01459211  0.36        0.35894504  0.31840283  0.35977447  0.33328885
  0.34806895  0.35984972  0.3597477   0.26183772  0.3434907  -0.47598517
  0.25666288  0.04965732  0.32188973  0.2436389   0.35014352  0.02501866
  0.34817722  0.33534685  0.32600334  0.33474788  0.35423687  0.35998833
  0.33044848  0.35264143  0.35998112 -0.03633758  0.34947547 -0.17152745
  0.35986215 -0.13250247  0.34758595  0.359591    0.3599382   0.3573584
  0.3599992   0.34605095  0.3599884   0.359996    0.3398365  -0.646243
  0.35999998  0.3452251   0.20450392  0.35971963]"
36,"[ 0.34765515  0.35830215 -2.2911353   0.36       -0.03090012  0.2257787
  0.36        0.358706    0.35771626 -0.32829928  0.3597719   0.3162523
  0.3597919   0.3349893  -0.17101574  0.35647854  0.35799715  0.35716158
  0.35946512  0.36        0.35987207  0.34599394  0.35996076  0.3465054
  0.34802216 -1.8310839   0.3599717   0.31848207  0.35893515  0.33115625
  0.35691875  0.3521083  -0.15484196  0.3538469   0.35983884 -0.27907145
  0.34855536  0.35757676  0.3282858   0.35339567  0.32096273  0.35999784
  0.3525607   0.35995683  0.35999715  0.25463942  0.34983164  0.24881488
  0.35997963  0.33226523  0.35890156  0.3599486   0.35998657  0.04482311
  0.35999987  0.34316695 -1.9827186   0.3599377   0.340696   -4.0149837
  0.36        0.35420865  0.3502097   0.35995454]"
37,"[ 0.34766296  0.35704023  0.32635447  0.36        0.34264693  0.3174272
  0.36        0.35871476  0.35974118  0.2620352   0.22140154  0.31115678
  0.35997528  0.337866    0.2757359   0.35535058  0.35789952  0.35518906
  0.35539907  0.35999998  0.35999516 -0.01186931 -0.05506912  0.35633275
  0.347971    0.33594605 -0.24948925 -1.4594986   0.3578523  -4.1317997
  0.357403    0.3107455   0.3272269   0.32545352  0.35907152  0.3360207
 -7.3770742   0.35940704  0.31363073  0.35685638  0.34106916  0.3599996
  0.35982725  0.35986105  0.3599996   0.34882012  0.332056    0.2535468
  0.3599965  -0.27863628  0.3598634   0.3599911   0.35999766  0.23524404
  0.35999998  0.34595153  0.03563914  0.35998765  0.32415223  0.34010884
  0.36       -0.4579215   0.33265847 -6.964488  ]"
38,"[ 0.34772488  0.35886797  0.35175765  0.36        0.33250698  0.34781352
  0.36        0.35983476  0.3599876  -0.02326524 -0.33363187  0.3537575
  0.3599098   0.35266942  0.14220233  0.35763907  0.35951075  0.35112748
  0.35986844  0.35999998  0.3599998   0.3523905  -0.7099619  -0.22153604
  0.348022    0.35778227 -0.98619246  0.34566638  0.3598459   0.18043582
  0.35925323  0.35643172  0.2953294   0.35708994  0.3596738   0.3133604
  0.35012397  0.3599411   0.34183735  0.35493952  0.34315822  0.35531625
  0.19834399  0.35999513  0.35999995  0.35844937  0.33657017  0.33922568
  0.3599994   0.35170868  0.3599782   0.35999838  0.3599996   0.34945107
  0.36        0.35853064 -0.33953822  0.3599947   0.3241862   0.30009595
  0.36       -1.2860337  -0.2616557   0.3589476 ]"
39,"[ 0.3477323   0.35823166  0.3514232   0.36        0.14086196 -0.98518014
  0.36        0.35998666  0.35999724 -1.5678655   0.19603927 -1.0705466
  0.359745    0.35791862  0.34164953 -0.16618097  0.35993692  0.3450236
  0.35922465  0.35999998  0.35999995  0.3528991   0.35832044  0.0072372
  0.3585425   0.35932437  0.3469081   0.32202202 -0.76906717  0.34709695
  0.3599142  -1.4921445  -0.34439778  0.35904497  0.35999218  0.33946407
  0.11928143  0.35999307  0.3568919   0.35502034  0.34361     0.3599209
  0.32359934  0.3454424   0.36        0.3579263   0.31341237  0.35790047
  0.3599999   0.3567332   0.35999644  0.3599997   0.35999995  0.35247457
  0.36        0.35934785  0.34164757 -0.24207652  0.3556302   0.32577696
  0.36        0.33775926  0.32131767  0.35931763]"
40,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
41,"[  0.02772671   0.32450923   0.34035876   0.33519793  -0.15098792
   0.3341677    0.34796813   0.27050152   0.33279878  -0.68983305
   0.31680664   0.32503992   0.344577     0.2052948   -0.48595065
   0.32925126  -0.7480005   -0.18998957   0.34137905   0.32529256
   0.33687437   0.3367808    0.34206244 -10.220416     0.33246872
   0.33408085   0.33435494   0.3410386    0.3275779   -4.9811835
  -0.10572028   0.3178893    0.31620842   0.27993444   0.31112003
   0.3428933    0.24990854  -1.6711131    0.18080887   0.32546496
  -0.10086182  -0.4040091   -0.87288105  -0.12133786  -0.05879846
   0.3004578    0.3162085    0.3267424   -0.3976457   -0.79901445
   0.1653516    0.33985892   0.3293286    0.33435497   0.22305764
   0.3136266    0.33807382  -0.33925015   0.31657854   0.04347077
   0.31981945   0.3436518    0.33672208   0.333966  ]"
42,"[ 0.29426777 -0.0284186  -0.26712012  0.3416923   0.16520575  0.3443867
  0.34059355  0.24584636  0.33390585  0.14247878  0.09840733  0.34147093
  0.3339599   0.18603796  0.11532922  0.30282116  0.1904994   0.3489226
  0.09051472  0.21726018  0.3335861   0.34544718  0.329042   -0.7694477
  0.3313589   0.32328615  0.31227297 -0.14324772  0.3360093  -0.14009589
  0.349883    0.34550577  0.30197373  0.18701077  0.317116    0.34398863
  0.07264426  0.04892945  0.23967     0.30835903  0.1342693   0.29768628
  0.24675402  0.22708845  0.32865143  0.29438293 -0.16817266  0.3202002
  0.04160795  0.31175578  0.23639132  0.32345068  0.19813198  0.30826113
  0.30105674  0.33654204  0.31006512  0.02478415  0.3435775   0.33569
  0.32612866  0.30987814  0.3440045   0.32271922]"
43,"[ 0.31689635  0.24783352  0.11231935  0.33071995  0.35267168  0.34394246
  0.33891398  0.23512453  0.3335234   0.28329703  0.3490697  -0.03536999
  0.33664876 -0.9618163   0.29209834  0.3009748   0.34465063  0.35138983
  0.31850404  0.33916077  0.33440667  0.34826282  0.06212091  0.27752548
  0.32735947 -1.7510005  -0.66268444  0.3490601   0.05987105  0.304995
 -6.770672    0.34749728 -0.27432877 -1.1403518   0.3024786   0.34833395
  0.3529983   0.32891855  0.1055603   0.33668244  0.34536564 -0.52592593
 -0.09242392 -0.22863364  0.3187746   0.26466575  0.2565499   0.3219244
 -0.48215342  0.35666424  0.29697683  0.33025095 -1.1587533   0.23397061
  0.14528802  0.34096164 -0.58225596  0.3108595   0.33379197  0.3391493
  0.3295419  -1.1714016  -0.02992234  0.3418573 ]"
44,"[-0.11911482  0.26196745  0.35267657  0.32455912  0.35630712  0.34386748
  0.34512654 -1.3200389   0.33277974  0.34108627  0.24158537  0.19100837
  0.3384742  -7.378411    0.12037241  0.30515808  0.32772553  0.34469664
  0.14908054  0.34282446  0.1084885   0.34884772 -0.2523229   0.31205034
  0.31753463  0.306682    0.32522973  0.35429138  0.30840692  0.35780698
  0.14902773  0.34814727 -2.5475035   0.26603425  0.29201007  0.3324088
  0.3317043   0.34356517 -1.1226872  -0.78844213 -0.07061732  0.21739364
  0.3277686   0.29860282  0.3436735   0.2512768   0.28896886  0.32753655
  0.27994376  0.33912638  0.3098559   0.32450414 -0.53984475  0.2728525
 -0.43516105  0.34149095  0.3143081   0.30848885 -0.07061383  0.3229619
  0.3298799   0.33097538  0.33798188  0.3433355 ]"
45,"[-0.08103871  0.35600165  0.3565831  -0.02018598  0.3388321   0.34538558
  0.34613845  0.292955    0.32570106  0.34987086  0.3507826   0.29863703
  0.33919072  0.33361948  0.33526057  0.3035438   0.30837572  0.33576256
 -0.1416477   0.08159703  0.34140995  0.3490618   0.31474045  0.3211047
  0.33197528  0.32002535  0.33302388  0.35105726  0.2560454   0.34510553
  0.34324685  0.33225483  0.11121377 -0.7357801   0.2907308   0.33732027
  0.3194309   0.3395151   0.20820294  0.28505653  0.30645835  0.25719297
  0.2976666   0.27063262  0.3471032   0.34597224  0.29116747  0.32179034
  0.19779691  0.34203914  0.3012079   0.32574663  0.3422981   0.33011255
 -0.7568008  -0.4552228   0.2605486   0.33840436  0.35496256  0.31373537
  0.32961473  0.3257477   0.33155936  0.34799904]"
46,"[ 0.35452288  0.34201223  0.34170073  0.14508153  0.33428687  0.34302098
  0.33601055  0.317569    0.30760512  0.3452174   0.34306923  0.3213655
  0.33943954  0.09346691  0.34379736  0.3018205   0.3264288   0.23397097
  0.3305078   0.27029383  0.3392089   0.34920853  0.3417188   0.32890105
  0.02493697  0.32940593  0.3525208   0.32797438  0.29910964  0.34521186
  0.33024463  0.3395725  -0.23962975  0.27038652  0.3528008   0.33756658
  0.33521     0.34026492  0.24776721 -0.10308486 -0.09882891 -0.2898491
 -0.09239638  0.315502    0.31859028  0.35704342  0.32870203  0.3429545
  0.35024074  0.34258673  0.30216765  0.32597587  0.35617128  0.35499543
 -0.14547086  0.33650535  0.33715892  0.34650278  0.34876338  0.35282505
  0.32957512  0.32001862  0.32636842  0.33074415]"
47,"[ 3.1419197e-01 -4.7632307e-01  3.4079778e-01  3.5582539e-01
  3.3673701e-01  3.4336156e-01  3.4850001e-01 -1.4334297e-01
  3.3890939e-01  2.7038974e-01  2.0616727e-01  3.4921315e-01
  3.3952278e-01  3.1818259e-01  3.4871021e-01  3.5581857e-01
  8.0671906e-04 -2.5535822e-01  3.2825097e-01 -4.0638888e-01
  3.5653120e-01  3.3301157e-01  3.4530112e-01  3.3272463e-01
  3.1837407e-01  3.3088782e-01  3.5854957e-01  2.0086244e-01
  3.5722488e-01 -6.6808116e-01  3.3868572e-01  3.4864619e-01
  3.1796944e-01  3.0872440e-01  3.5403121e-01  2.2882828e-01
  3.4417337e-01  3.4308654e-01  3.4845546e-01 -7.2000515e-01
 -3.8097227e-01  3.2947928e-01  3.4554905e-01  3.0479622e-01
  3.4922439e-01  3.5971767e-01  3.5628039e-01  3.4507087e-01
 -4.3933549e+00  3.4216565e-01  2.6763308e-01  3.5412356e-01
  3.4781682e-01  3.5929641e-01 -8.2137907e-01  3.4488294e-01
  3.5031432e-01  3.4861082e-01  3.1190050e-01  3.5452348e-01
  3.2963419e-01  3.2042563e-01  3.2820439e-01  3.4222856e-01]"
48,"[  0.35427377   0.3317462    0.3434205    0.34932512   0.3378355
   0.34351444   0.34593123  -0.07136026  -1.2264142    0.29418865
  -1.136292   -18.372776     0.3178677   -0.3373705    0.35001335
   0.3581682   -0.7208295    0.30752662   0.32784396   0.26765475
   0.35722318   0.33976626   0.34441817   0.33504      0.32628015
   0.33003804   0.35977688   0.30894676   0.35339463   0.357973
   0.33858705   0.35099918   0.35457754   0.34950998   0.35980412
   0.34727666   0.14785093   0.33249283   0.3555361   -4.089788
   0.27115536   0.11908646   0.34168443   0.33492738   0.3444165
  -0.01992524   0.35676575   0.344181     0.03138381   0.34196708
   0.2835237    0.35924715   0.23288105   0.3598861    0.33679038
   0.25525555   0.28763598   0.34924534   0.3277653    0.28903854
   0.32968503   0.33580536   0.3290614    0.1641959 ]"
49,"[ 0.35961115  0.334486   -0.19260663  0.35876063  0.3377614   0.34349778
  0.3500937   0.28036964  0.35632613  0.31346637 -3.0964637  -3.3180833
  0.3348403   0.3323442   0.35134318  0.35982376  0.13166568  0.35816535
  0.32529235  0.32782868  0.3597631   0.34879723  0.3432126   0.33494365
  0.28272116  0.35642087  0.35996005  0.29289323  0.35875568  0.35387284
  0.34859294 -0.11689708  0.3415721   0.17486908  0.35996875 -0.11970001
  0.3096108   0.34430268  0.33407307 -0.5931643  -2.0834584   0.35155338
  0.3435502   0.33503598  0.34499976  0.3110192   0.3595438   0.32570824
  0.33816946  0.32250842  0.3479268   0.35990733 -0.12798682  0.35997728
  0.3378772   0.35392672 -1.9678851   0.34953928  0.2625858   0.3598826
  0.35565066  0.33921996  0.32955402  0.29801208]"
50,"[ 0.35987347  0.32826585 -0.28361785  0.35947675  0.3574224   0.3580443
  0.3329027   0.33441746  0.11710149  0.347593    0.28955212  0.22977144
  0.3378568   0.13937771  0.34871525  0.35996082  0.2423098   0.34443483
  0.3245632   0.3262819   0.35997933  0.34918395  0.34250623  0.30794552
  0.35237044  0.35878366  0.35999236  0.32218212  0.3598841   0.34858504
  0.3579225   0.34234816  0.35688874  0.3594418   0.3599944  -0.04353696
  0.3590112   0.3438278   0.34137237  0.34313774  0.2938624   0.34884608
  0.34626022  0.3568178   0.3455609   0.23293725  0.35996822  0.34152448
  0.34269127  0.33696452  0.35033587  0.3599789   0.35662845  0.35999534
  0.3489754   0.34484002  0.06591856  0.3498159  -1.0533361   0.3599961
  0.35927612  0.33800066  0.34594414  0.34551665]"
51,"[ 0.33351457 -0.10227218  0.3499428   0.35992813  0.35885033  0.3581182
  0.34851393  0.34404996  0.14773594  0.35719332  0.34553108 -0.08529362
  0.32538033 -0.51408714  0.00558996  0.35999298  0.24246661  0.33727062
  0.33844608  0.3346023   0.35999686  0.33394846  0.34220925  0.33285424
 -0.50249934  0.35986584  0.35999843  0.327147    0.35998547  0.32179672
  0.3590924   0.3246815   0.16250974  0.3510614   0.35999906  0.33462605
  0.33966702  0.34958398  0.14701469  0.35189742  0.33318856  0.34952936
  0.34669837  0.3587789   0.35803276  0.3300052   0.3599942   0.29563102
  0.35858142  0.32664686  0.35929653  0.35999516  0.34997594  0.35999927
  0.34960288  0.359431   -0.08381164  0.35072765  0.28599644  0.3599979
  0.35991988  0.33740863  0.34647125  0.34320512]"
52,"[ 0.10303429 -0.10389891  0.34927237  0.35998768  0.35985127  0.3596402
 -0.08812565  0.34920484  0.1262792   0.35951465 -3.119286   -2.3313718
  0.34201005  0.27770215  0.35626382  0.3599987   0.31258625  0.33912626
  0.33315626  0.34023237  0.35948905  0.32751682  0.34210658  0.35669997
  0.35146645  0.35998976  0.3599997   0.35565454  0.35999757  0.34596705
  0.35990065  0.33287102  0.35866374  0.3308565   0.35999987  0.16373768
 -1.3322933   0.35096723  0.35497114  0.33638364 -0.63763577  0.3499459
  0.34620675  0.3598802   0.35932633  0.35647574  0.35999906  0.34450024
  0.3595673  -4.6623836   0.35979772  0.35999924 -1.3472668   0.3599999
  0.34737176  0.33590767  0.3083437   0.35142502 -0.6521423   0.35999963
  0.3599814   0.07461876 -0.25311476  0.34743947]"
53,"[ 0.35004988  0.11158003  0.3213613   0.35996366  0.35999444  0.3599744
  0.35694662  0.34859705  0.26668406  0.35992342  0.34717378  0.35738212
  0.34094724  0.3472212   0.348138    0.35999987  0.35107318  0.34051874
 -0.6664802   0.32544225  0.35999754  0.3484358   0.34075454  0.35921234
  0.35702896  0.35999778  0.35999995  0.35796285  0.35999954  0.31915712
  0.3599876   0.35665208  0.09718245  0.3284837   0.35999998  0.33902612
  0.26140305  0.34284693  0.348389    0.35821354  0.3413479   0.35000044
  0.34581098  0.35999364  0.35993436  0.3598842   0.35999984  0.34846097
  0.35992455  0.33846575  0.35997736  0.3599999   0.3239187   0.35999998
  0.32974318  0.35986084  0.3448008   0.35126767  0.31256098  0.35999995
  0.35999572  0.14598176  0.17169398  0.3580126 ]"
54,"[ 0.33489522 -0.3751613   0.3395266   0.35999954  0.35999888  0.3599962
  0.35069555  0.33846873  0.32573754  0.35998583 -0.47001535 -0.68945515
  0.35788226 -1.7793628   0.34811568  0.35999998  0.3581555   0.3578404
  0.3361798   0.32413265  0.3599995   0.35812142  0.34219494  0.35991195
 -1.2640342   0.35920447  0.36        0.35984945  0.35999992  0.34025455
  0.3599979   0.35909328  0.33396095  0.34037712  0.34527755  0.35859337
 -0.15538454  0.34978932  0.34124535  0.35949317 -1.0098934   0.34998226
  0.25909686  0.35999843  0.3599863   0.35996747  0.35999998  0.3492306
 -1.8566164   0.35548046  0.35999766  0.35999998  0.3493083   0.36
  0.3434043   0.35999298  0.35055706  0.35070953  0.33699968  0.36
  0.16895024  0.34961525  0.34261817  0.35931557]"
55,"[-0.57094795  0.33952853  0.34286183  0.35999998  0.35999975  0.35999942
  0.34852704  0.35834563 -0.03071904  0.3599971  -1.0517392  -3.9562554
  0.35889137  0.33003566  0.34516346  0.36        0.35866338  0.35884306
  0.35251248  0.35484433  0.35999995  0.3589885   0.34211105  0.35998297
  0.2626602   0.3599996   0.36        0.3599977   0.35999998  0.3583693
  0.35999966  0.35968688 -0.902496    0.34296384  0.35931462  0.33625865
  0.3047634   0.34920374  0.32444882  0.3270516   0.31450957  0.34996152
  0.32376054  0.3599996   0.3599977   0.35998967  0.36        0.32965758
  0.35091373  0.3595501   0.35999924  0.36        0.34641573  0.36
  0.33695522  0.356029    0.35440338  0.34995112  0.3560631   0.36
  0.18242517  0.31231415  0.34849128  0.359891  ]"
56,"[-0.11596945  0.35182324  0.34301338  0.36        0.35999995  0.35999992
  0.33652353  0.35932708 -4.712569    0.3599994   0.23364258  0.24445204
  0.35988787  0.34681165  0.33373415  0.36        0.35966048  0.3598839
 -0.33502108  0.35855657  0.36        0.35949278  0.3580814   0.35999784
  0.35716188  0.35999984 -0.1354138   0.35999882  0.36        0.35931307
  0.35999995  0.3599299   0.33644322  0.27055103  0.35980514  0.33173323
  0.34630704  0.3509659   0.3416619   0.3598104   0.35418683  0.34995064
  0.35345343  0.35999995  0.3599997   0.35999924  0.36        0.33184248
  0.359186    0.19035147  0.35999984  0.36        0.33017546  0.36
  0.32366017  0.35999966 -0.38210756  0.3491384   0.35972136  0.36
  0.3305012  -1.0895523   0.3577899   0.35998362]"
57,"[ 0.34320468  0.358215    0.34247217  0.36        0.36        0.35999998
  0.33139542  0.3598995   0.34098986  0.3599999   0.34941888  0.3548973
  0.35999575  0.35799354  0.33166406  0.36        0.35935983  0.3599957
  0.09859985  0.35983643  0.36        0.35997847  0.358891    0.35999963
  0.35957962  0.35999998 -0.09505165  0.35999975  0.36        0.35989696
  0.36        0.35999545  0.30491462  0.33242136  0.3599864   0.33260557
  0.34715596  0.3512154   0.34462234  0.3599885   0.35945484  0.33408388
 -0.02304706  0.36        0.35999995  0.35999995  0.36        0.32482353
  0.35990855  0.35198623  0.35999998  0.36        0.34236154  0.36
  0.34163576  0.3599999   0.29089203  0.35864803  0.35988584  0.36
 -0.29181194  0.20211147  0.35925117  0.35999718]"
58,"[ 0.3528761   0.34130883  0.34213018  0.36        0.36        0.36
  0.34490234  0.35998592  0.3457544   0.35999998  0.02591318 -0.19264376
  0.3599993   0.359496    0.3506214   0.36        0.3593022   0.35999933
  0.13217422  0.35998327  0.36        0.3599979   0.35988683  0.3599994
  0.35989812  0.36        0.3231857   0.35999998  0.36        0.35998583
  0.36        0.35999918  0.3577409   0.35546634 -0.13383654  0.33256614
 -0.2940945   0.3508927   0.34633484  0.35999632  0.35991374  0.3365773
  0.12023395  0.36        0.36        0.36        0.36        0.05267829
  0.35994795 -1.6005363   0.36        0.36        0.34686837  0.36
  0.3444441   0.36        0.31072503  0.3592928   0.3599934   0.36
 -1.3128341   0.06074807  0.35984793  0.3599995 ]"
59,"[ 0.34629878  0.35600305  0.34205425  0.36        0.36        0.36
  0.35159707  0.35999772  0.35602456  0.36       -0.1528635  -0.53703964
  0.35533226  0.3598572   0.16939144  0.36        0.35865042  0.35999984
  0.23683506  0.35999763  0.36        0.06579208  0.35999602  0.35999912
  0.35998076  0.36        0.345265    0.36        0.36        0.35999784
  0.36        0.35999987  0.35822585  0.35948017 -0.17879254  0.34878397
  0.13671309  0.3438172   0.34716088  0.35999903  0.359986    0.3436038
  0.35704467  0.36        0.36        0.36        0.35999998  0.3325315
  0.19861972  0.34878936  0.36        0.36        0.35020474  0.36
  0.34486374  0.36        0.35230166  0.35985386  0.35999894  0.36
  0.34162182  0.33128798  0.35999227  0.35999992]"
60,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
61,"[-5.0907832e-01  3.2385701e-01  3.3534569e-01  2.9197559e-01
  3.2797328e-01  3.1788939e-01  3.2674250e-01 -6.1089820e-01
  1.3307993e-01  3.4139988e-01  3.4095892e-01  3.2753298e-01
  3.3741027e-01  5.6472272e-02  3.2914412e-01  3.4491795e-01
  3.2684159e-01  3.4583277e-01  3.3994567e-01  3.4275454e-01
 -9.0803852e+00  3.4104842e-01  1.6932018e-01  3.4322286e-01
 -7.4012268e-01 -1.0609764e+00  3.3651093e-01  3.2529256e-01
  2.4157728e-01 -8.3213031e-02  3.3211258e-01  3.2722533e-01
 -1.6501904e-02  3.2421386e-01  3.1112015e-01  2.7009165e-01
  2.1715511e-01 -6.9955754e-01  3.1555331e-01  3.2784209e-01
  3.4295446e-01  3.3443573e-01  3.3009735e-01  3.4242225e-01
  3.2203507e-01  2.8348053e-01 -5.6559768e+00  8.9458823e-03
  3.4213951e-01  3.4565270e-01 -4.5723710e+00  3.4222203e-01
 -3.9016503e-01  3.2956827e-01  3.3443573e-01  3.3662516e-01
  3.2348642e-01  3.3675814e-01  3.4081516e-01  3.4599048e-01
  3.4792125e-01 -9.2470808e+00  3.2450920e-01  3.2845476e-01]"
62,"[ 0.3224519   0.3288433   0.34338698  0.12381992  0.34074482 -0.3612944
  0.2665159   0.19806968  0.20372331 -2.6245313   0.25993484 -0.3746981
  0.3151012   0.2191323   0.24921733  0.33470616  0.33666897 -1.0981611
  0.3341644   0.34378284  0.33992493  0.33612072 -1.5842218   0.3444742
  0.20125721 -0.11288273  0.34283185  0.33477753 -3.199316    0.16297448
 -0.9860102  -1.0173746   0.14311016  0.3060691   0.35379612  0.3463276
  0.31091627 -0.7771981   0.31633943  0.34362346 -0.40656292  0.33800396
  0.34125677  0.33831623  0.33340234  0.09066153 -0.4708886  -0.09663412
  0.32448474  0.32426697  0.30948225 -7.3718033   0.17787799  0.33807942
  0.33800396  0.3437295   0.32738864  0.3440859  -1.3107061   0.3351652
  0.34036064  0.27333358  0.33029705  0.3137592 ]"
