Time Steps,h
63,"[ 0.30895507  0.32106012  0.3153019   0.34078434  0.3350925   0.29896316
  0.3440364   0.25617933  0.18408315  0.34177893  0.22851157 -0.22502428
  0.25738192  0.2996097   0.19387904  0.33741444  0.32614982 -0.23713803
  0.32037145  0.34784812 -9.538446    0.3416715   0.2603398   0.3441432
  0.3066676   0.30387646  0.34638867  0.33876887  0.3480037   0.2947248
  0.1197165   0.2488924   0.31741887  0.27285033  0.20031142  0.3402489
  0.32744336  0.26858827  0.3300748   0.343407    0.3278755   0.32623342
  0.34481588  0.32527906  0.327507    0.26541975  0.34510523  0.35020676
  0.32340634  0.34128788  0.29932994  0.32846698  0.33920643  0.34362358
 -0.067774    0.34758586 -0.02786344  0.33163604  0.15352567 -5.5830965
  0.34216246  0.32837328  0.31287497  0.32603157]"
64,"[ 1.0987657e-01  3.1875023e-01  3.1612962e-01  3.4193206e-01
  3.4550849e-01 -5.0579353e+01  1.2114307e-01  3.4552765e-01
  3.3359176e-01  2.6481763e-01 -1.4049768e-01 -2.1032065e-01
  8.5522056e-02  2.9514185e-01  2.2805105e-01  3.3918154e-01
  2.2495987e-01  3.0473647e-01  3.2165602e-01  3.4980726e-01
  2.0514525e-01  2.1926706e-01  3.2000390e-01  3.5199413e-01
  3.3416355e-01  3.5165957e-01  3.4706387e-01  3.4003270e-01
  5.0237000e-02  3.0722573e-01  3.3315694e-01 -4.2854965e-01
  3.3358258e-01  2.8804880e-01  2.9840463e-01  3.3936182e-01
 -1.1453162e+00  3.3307719e-01  3.4483030e-01 -2.8176346e+00
 -3.1785691e-01 -2.3275119e-01  3.0537510e-01 -8.5714757e-01
  3.1476659e-01  3.2806990e-01  3.3270475e-01  3.2809922e-01
  3.2573974e-01  3.5239378e-01  3.4827554e-01  3.0265975e-01
  3.3630604e-01  3.4538803e-01  1.2921983e-01  3.3058089e-01
  2.9254258e-02  3.4032330e-01  3.5481367e-01  3.0618364e-01
  3.4482068e-01  2.5798583e-01 -4.8900780e+01  3.4762117e-01]"
65,"[ -3.6434617  -19.511078     0.34565216   0.34585813   0.34841916
   0.32600608   0.2100595    0.32639372  -2.0235538   -9.320501
 -27.040606     0.35331985  -2.058124     0.3006544    0.35119247
   0.31371644  -1.7341086    0.3327815    0.3263761    0.3320853
   0.28528205   0.10960832  -0.19087076   0.35138032   0.32189125
   0.34262282   0.22842003   0.3397326    0.3344104    0.3156602
   0.3411002    0.26249158   0.32805192   0.3186735    0.2807653
   0.34056875   0.35487404   0.34658206  -0.3607508    0.24136004
   0.2975988   -0.4255445    0.34303403  -1.0616891    0.32496178
   0.33540997   0.3506285   -0.29257643   0.26119924   0.3510818
   0.34944123   0.33511847   0.32154673   0.34391776   0.34341738
  -0.58813107  -0.5842431    0.34881315   0.35519448   0.33898437
   0.3458888    0.3487714   -0.40227383   0.34757322]"
66,"[ 0.25204307 -0.02160275  0.34713423  0.18642996  0.34978193  0.3367538
  0.1649636   0.11137573 -0.4813031   0.28252083 -0.10887435  0.30097497
  0.22851485  0.35575125  0.32771838  0.3354274   0.3466346   0.34889647
 -0.12178537  0.34026644  0.3390786  -0.06862357 -0.01819685  0.35070467
  0.34670103  0.3148869   0.3570426   0.34903753 -0.14549077  0.31971362
  0.33136842  0.00836393 -1.6621851   0.32510045  0.35333535  0.3248069
  0.31801373  0.34922886  0.32953912  0.31705296  0.35936067  0.17982748
  0.34656793  0.31323892  0.33917087  0.28657645  0.3446295   0.28180712
  0.33246392  0.33206075  0.34611923  0.07431662  0.32073644  0.34638643
  0.01499486  0.32959452  0.27874905  0.35101548  0.3431352   0.350507
  0.34620708  0.3573157   0.07139847  0.34669754]"
67,"[ 0.3301998   0.30609772  0.34716552  0.06913391  0.3068513   0.359257
  0.33429083  0.05768824  0.30737454  0.32042545  0.34187558  0.33675462
 -2.2265692   0.3589081   0.35448974  0.3385171   0.353472    0.3313473
  0.27271742  0.3370197   0.35387012  0.30188733  0.24955203  0.35064515
  0.33898145  0.26535076  0.354247    0.32816476  0.33799863  0.3208523
  0.3292718  -2.2076726   0.06529573  0.32630488  0.35911167  0.32010883
 -3.2485662   0.34974203  0.3387013   0.34200183  0.34723887  0.2646839
  0.346528    0.34117624  0.34212947 -0.22965741  0.34636244  0.27280042
  0.34825948  0.34590134  0.3085759   0.2123015   0.3246294   0.34596458
  0.34577382  0.33761686  0.3407495   0.3331375   0.3408606   0.34654686
  0.34629023  0.35973653  0.35513097  0.34669107]"
68,"[ 0.35256204  0.35684225  0.35886487  0.3068274   0.13324174  0.35957888
  0.33866143  0.25755042  0.30470985  0.35611594  0.33267552  0.34292597
  0.35279018  0.35977596  0.32209527  0.3405635   0.35027134  0.17546162
  0.33181286  0.3398554   0.34919712 -0.9830079   0.3276158  -0.64439714
  0.3495601   0.3253204  -0.9830719   0.3254326   0.34077993  0.32092112
  0.35555455  0.24756213  0.3572981   0.3261592   0.3598694   0.34284952
  0.30551028  0.34981    -0.01055318 -1.8897308   0.34279147 -5.476221
 -0.49247485  0.28765416 -0.8914813   0.2280784   0.33130702  0.31522718
  0.34828123  0.17101072  0.3454525   0.28349677  0.35551158  0.3459449
  0.34687942  0.34314248  0.35012317  0.3378513  -0.45657682  0.34115615
  0.29120243  0.35997462  0.3484014   0.32845104]"
69,"[ 3.58775049e-01  1.89306229e-01  3.58912379e-01 -1.13886952e-01
 -1.09999180e+00  3.59858066e-01  3.46044630e-01  2.78266758e-01
  1.40504286e-01  3.58839214e-01  3.41905802e-01  3.36750954e-01
  3.39939654e-01  3.59962523e-01  3.44320834e-01  1.60723656e-01
  2.21647128e-01  3.24014634e-01  3.38445276e-01  3.42026502e-01
  3.45975578e-01  3.38549048e-01  3.40765387e-01  3.58953029e-01
  3.49478006e-01  3.32159549e-01 -4.06692684e-01  3.26188266e-01
  3.55717689e-01  3.21026534e-01  3.59262705e-01  3.36957783e-01
  3.02172095e-01  3.25798392e-01  3.59987557e-01 -6.16434991e-01
 -5.34257650e-01  3.17412108e-01 -1.43142653e+00  1.44008666e-01
  3.42789710e-01  4.30062413e-02  3.53081256e-01  3.34043622e-01
  3.20174634e-01  3.52887124e-01  3.38436544e-01  3.37277144e-01
  3.47094119e-01  2.75310129e-01  3.43360692e-01  3.49506766e-01
  3.58668864e-01  3.46394897e-01 -5.01830816e-01  1.01220965e-01
 -3.25114727e-01  3.38512361e-01  2.01689750e-01  3.41757536e-01
  2.21372589e-01  3.59992504e-01  3.36971343e-01  1.32292509e-04]"
70,"[  0.34579313   0.3278755    0.35987484  -0.09014812 -16.80587
   0.35998338   0.35783356   0.32782084   0.06740537   0.35985276
   0.35955536   0.34860227   0.32726446   0.35845524   0.2438291
   0.35137835   0.35438633  -0.987301     0.34526193   0.34245753
   0.3449193    0.34490898   0.3445192    0.35782588  -0.3581189
   0.35762286   0.33800936   0.33654922   0.35893616   0.35349584
   0.35992137   0.30889317   0.32630876   0.34008497   0.35624334
   0.30952144   0.25951597   0.29955646   0.28391132  -0.48471034
   0.34309694   0.27959147   0.35623583   0.33993578   0.35725683
   0.3565497    0.33797356   0.31191108   0.32243046   0.24728884
   0.34341544  -1.4987967    0.3598498    0.34594992   0.3390057
 -10.03159     -0.19711816  -0.58770275   0.35351107   0.3422469
   0.35026506   0.35999823   0.33760375   0.33433494]"
71,"[ 0.3593154   0.348941    0.35999528  0.31555963  0.30887815  0.35999826
  0.3591536   0.04163197  0.14170814  0.35998195  0.3364168   0.3041743
  0.3373393   0.35987157  0.34574187  0.34932762  0.33927613  0.1241734
  0.34801993  0.34244916  0.34223023  0.3479853   0.34269744  0.3512488
  0.33652505  0.3584739   0.35650852  0.24246976  0.35983333  0.35857648
  0.3599818   0.35487288 -0.04266572  0.305268    0.35942858  0.34395754
  0.17117289  0.29224807  0.29482844  0.3130875   0.34318316  0.14488873
  0.3475723   0.3425554   0.3596644   0.34231806  0.3433238   0.1908513
  0.3422883   0.31808615  0.35143638  0.12758897  0.35998684  0.3357271
  0.32438827  0.29794532  0.3572085   0.20402935  0.35387433  0.34230638
  0.33750513  0.3599997  -0.3260196   0.34319285]"
72,"[ 0.3591574   0.20305546  0.35999978  0.34699824  0.34858754  0.35999975
 -0.28431088  0.35598266  0.02293074  0.35999736  0.35248196  0.356376
  0.3570808   0.3599965   0.32813072  0.34152967  0.3449585   0.33864644
  0.33282715  0.34240332  0.34546104  0.34926626  0.32239977  0.34841383
  0.33480543  0.3588199   0.27672407  0.35874724  0.35997227  0.35991797
  0.35999566 -8.03365    -0.6833135   0.3009751   0.35996914 -5.0226536
  0.29116714  0.3132668  -6.690296    0.2891868   0.3431709  -0.8790711
  0.3490195   0.34767807  0.3599472  -0.10565022  0.33384994  0.2936197
  0.34705776 -3.7243867   0.34692043  0.3379881   0.3599971   0.33307356
  0.3384701   0.31659162  0.35799888  0.35780385  0.3418654   0.3421974
  0.35168514  0.35999995  0.32323733  0.10041007]"
73,"[ 0.3599296   0.30177376  0.35999995  0.3501956   0.34809422  0.35999995
 -1.0539812   0.24127468  0.312431    0.359712    0.35888973  0.33078185
  0.35945934  0.35999984  0.34385422  0.3236694   0.34427586  0.351591
 -0.05718496  0.34238553  0.34478068  0.3494114   0.3404766   0.34947357
  0.3441112   0.18951082 -2.2566533   0.34495807  0.35999498  0.35999
  0.3599993   0.29843143 -0.32490748  0.3565175   0.35999188  0.10849994
  0.31128475  0.31997126  0.27404988  0.04712701  0.34314987  0.20159787
  0.35027903  0.34285274  0.16044098  0.34163973  0.27796674 -0.41053486
  0.35006154  0.22646031  0.3508953  -0.33118844  0.33519304  0.34926084
  0.345222    0.3413433   0.35979053  0.33635965  0.34278297  0.33946374
  0.3485684   0.36       -0.6810893   0.280645  ]"
74,"[ 0.35998404 -0.3756463   0.36        0.35876274  0.3505521   0.36
  0.3365312   0.09814876  0.3480896   0.35999846  0.35960904  0.33535254
  0.35993487  0.3599976  -0.6387368   0.3362704  -0.21530044  0.3415106
  0.35293669  0.34238586  0.3445231   0.3477465   0.33572006  0.35054976
  0.34666157  0.35273165  0.26837945  0.33915988  0.35999906  0.35999525
  0.3599999   0.323333    0.34409246  0.35805914  0.359499   -2.938128
  0.35764477  0.30540672  0.28935504  0.34215936  0.34314042  0.30268356
  0.3504044   0.33900407  0.26514554  0.35425738  0.21406806  0.3137984
  0.350397    0.30864418  0.35037237  0.30612487  0.35980573  0.357386
  0.34716433  0.3452204   0.35996333  0.33419994  0.34469956 -1.9130987
 -0.45590276  0.36       -0.00935674  0.33236253]"
75,"[ 0.3599983  -0.72641456  0.36        0.3582165   0.33493823  0.36
  0.33806226  0.21599096  0.3506058   0.35846186  0.3599364   0.34219286
  0.35998857  0.36        0.30119634  0.35811082 -0.55263126  0.33550987
 -0.46709657  0.34238905  0.34450614  0.3479711   0.35613424  0.35090342
  0.32802242  0.35896236  0.34548083  0.35807198  0.35999984  0.35999888
  0.35999998  0.34592742  0.35172138  0.3598418   0.3599994   0.3508547
  0.35928008  0.32061166  0.33266237  0.34397218  0.00472546  0.35425276
  0.35038787  0.33419243 -0.4496405   0.3589719   0.08665243 -0.40762627
  0.35012594  0.21711463  0.35036567  0.30279273  0.359968    0.35889506
  0.35840213  0.32926002  0.35999253  0.33346084  0.32660234  0.3499658
  0.30926022  0.36        0.32400197  0.35780528]"
76,"[ 0.35999978 -0.27274084  0.36        0.35959464  0.33988327  0.36
 -0.23866677  0.34551784  0.35869223  0.06182486  0.35998905  0.34485552
  0.35999784 -0.21749288  0.33653226  0.35937935  0.08722541  0.34119982
  0.29442492 -0.05895293 -1.0816208   0.3472568   0.35921046  0.3597587
  0.32636598  0.35978305  0.34746066  0.3594285   0.35999998  0.35999975
  0.36        0.32935408  0.34748834  0.3599968   0.35996443  0.33096907
  0.3599153   0.3247937   0.16982867  0.34711522  0.3464127   0.35699984
  0.3503957   0.34938163  0.21519056  0.35540298 -0.89593923 -1.2323699
  0.35879108 -0.14737451  0.3503748   0.3186888   0.35773996  0.3592844
  0.3593256  -0.05894148  0.35999894  0.34910503  0.34509647  0.3494431
  0.34965262  0.36        0.34823886  0.05755812]"
77,"[  0.35999995   0.35045588   0.36         0.35998216   0.3487737
   0.36        -0.66429293   0.326452     0.29205266   0.35945743
   0.35999787   0.32627887   0.35999972   0.34666765   0.3507048
   0.35991225   0.35538474   0.32461333   0.32188973   0.34254703
  -0.84252656   0.34301668   0.3599594    0.35870367   0.3388239
   0.35996425   0.35811192   0.3599507    0.36         0.35999992
   0.36         0.3401842    0.31470248   0.35999876   0.35999882
   0.341677     0.35999128   0.35532773  -3.4450836    0.32775164
   0.34596765   0.3594692    0.35040626   0.3474986    0.30907944
   0.3591941    0.34401277   0.10599452   0.35940328 -10.260207
   0.35040587   0.34945422   0.35997713   0.35996127   0.35989755
   0.35157704   0.35999984   0.3477697    0.3429598    0.3414743
   0.32197824   0.36         0.35098782  -0.07367179]"
78,"[ 0.36       -1.2608078   0.2781377   0.3599963   0.35968333  0.36
  0.33464438  0.35934174  0.1495679   0.2632193   0.35999957  0.33862102
  0.35999998  0.35879743  0.3593063   0.03020793  0.35695773  0.3436708
  0.35750383  0.29215962  0.3500004   0.3431509   0.35999167  0.35965285
  0.35902566  0.35999388  0.35940513  0.3599905   0.36        0.35999995
  0.36        0.3464309  -0.08155501  0.35999975  0.3599998   0.35545242
  0.35999846  0.3595      0.2970673   0.3585218   0.32115227  0.35991472
  0.35041213 -0.9863473  -0.04295158  0.35999873  0.33833233  0.33812317
  0.35992464  0.31531793  0.349745    0.3540796   0.35999557  0.3599967
  0.35998556  0.316373    0.35999998  0.33543846  0.34065756  0.34231344
  0.31958976  0.36        0.20031999  0.34737518]"
79,"[ 0.36       -0.5807886  -0.01411003  0.3599995   0.3584219   0.36
  0.05608058  0.35962644  0.15380853  0.35987663  0.35999992  0.34173685
  0.36        0.35971522  0.35913742 -0.1476953   0.34806666  0.3581782
  0.3594435   0.34331194  0.24684593  0.33521903  0.3594958   0.35999215
  0.35995746  0.35999876  0.35993087  0.35999805  0.36        0.35999998
  0.3599993   0.34920985  0.08049238  0.35999998  0.35999995  0.35781106
  0.35999972  0.35992467  0.35090956  0.35877132  0.32095522  0.35998425
  0.35041463  0.06099635  0.1511552   0.35999453  0.3587303   0.3579142
  0.3599909   0.3492058   0.3468115   0.3540841   0.24240354  0.35999867
  0.35999763  0.33087927  0.36        0.3298981   0.34795177  0.3439592
  0.3568724   0.36        0.28258783 -0.66291404]"
80,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
81,"[ 0.31501514 -0.30323392  0.33211267 -1.1987076  -1.5807234   0.3286197
  0.31698436  0.3272515  -0.04921648  0.3118124  -0.30062103  0.33443573
 -0.16204047  0.322577    0.34137905  0.3366915  -0.07490644 -0.7785902
 -0.02962798  0.31620848  0.33657736  0.3268414  -1.8899268   0.31437
  0.33662516  0.34016535  0.3118125   0.32549265 -1.3379145   0.34259832
  0.34103873 -0.18998957  0.33513945  0.33722547  0.32385707  0.31845427
  0.3430069   0.09432933  0.3340142   0.33672205 -0.11433196 -3.9378166
  0.31181246  0.3277972   0.3373827   0.32503992 -0.55307657  0.34257874
 -1.2982169  -0.39435917  0.33639714  0.32808077 -0.40423393  0.33531588
  0.13552926  0.32621533 -0.8247566   0.32503992  0.31657863  0.24403068
 -1.5466624   0.33550516  0.24990854 -0.8209902 ]"
82,"[ 3.11001062e-01  2.65615165e-01  3.19421977e-01 -1.98070228e-01
  1.09291404e-01  3.41141433e-01  2.63856024e-01  3.20923030e-01
  2.34228835e-01  3.32960337e-01  1.46602988e-01  1.70301288e-01
  2.24331886e-01 -7.08848238e-04  3.41628373e-01  3.43925714e-01
  1.67934716e-01 -1.64412200e-01  8.87882113e-02  3.22634339e-01
 -1.18701112e+00  3.37880462e-01  2.67826051e-01  2.67673433e-01
  3.28295708e-01 -1.63349390e+00  3.32714975e-01  3.18210930e-01
  2.45642647e-01  3.43551964e-01  3.26887369e-01  3.32613379e-01
  3.44393194e-01  2.57311583e-01  3.30044627e-01  5.22646010e-02
  3.30487877e-01  3.57144564e-01  1.38471469e-01  3.44004571e-01
  2.14369178e-01  1.87102795e-01  3.17912638e-01  3.40635538e-01
  3.29704612e-01  3.31488192e-01  2.65135914e-01 -4.16731775e-01
 -5.89666963e-01 -5.76389432e-02  3.42541873e-01  3.19014132e-01
 -1.90966725e-01  2.28112251e-01 -1.72760737e+00  3.19408566e-01
  1.99344844e-01  3.31488192e-01  3.43577564e-01  2.94571996e-01
  6.06722832e-02  3.35718900e-01  2.51186550e-01  3.18207622e-01]"
83,"[ 0.17634144  0.3272659   0.3089594   0.23082091  0.29594857  0.32674122
  0.07144195  0.33824915  0.2022813   0.3353584   0.3261266   0.32859272
  0.35187754  0.33442277  0.3456207   0.34784234  0.34155756  0.21965729
  0.25019354  0.3121422  -0.2565443   0.32515985  0.32426688 -1.0168332
  0.3220505  -0.04520318  0.30091614  0.3353357   0.32445207  0.34787488
  0.32907942  0.29056168  0.3325806   0.3581524   0.34155184  0.26284194
 -1.2177874   0.34396273 -0.24915469  0.34796423  0.31118682  0.17627802
  0.24627453  0.3346218   0.31849772  0.28764215  0.29421785  0.35294536
  0.2961915  -0.5122049   0.34600353  0.2858183   0.30470207  0.3269005
  0.3452569   0.3365913   0.10303187  0.3357937   0.10310313  0.2821949
  0.32620025  0.10996148  0.02321899 -0.42615998]"
84,"[-4.7119260e-03  3.4006083e-01  2.9837534e-01  2.5408816e-01
  3.4283382e-01  3.2498837e-01  3.4090149e-01  3.4701708e-01
  3.4974235e-01  3.4577188e-01  3.2400766e-01  3.3504573e-01
  3.3922189e-01  3.4218091e-01  2.8681427e-01  3.4851682e-01
  1.7940879e-01  3.3820012e-01  3.2897443e-01  3.2763600e-01
  3.3488449e-01  3.2187065e-01  2.5228918e-01 -3.6267257e-01
 -2.1041389e+00  2.7906495e-01  3.3284733e-01  2.7312952e-01
  3.3077997e-01  3.3154887e-01  2.7033681e-01  3.1996053e-01
 -6.2331848e+00  3.3823559e-01  1.5866686e-01 -2.5660795e-01
  2.7653566e-01  2.8178671e-01  3.3173907e-01  1.1322227e-01
 -4.2701662e-03  3.4673643e-01  2.2355212e-01 -1.9265956e-01
  3.5220015e-01  3.3781445e-01  3.2099599e-01  2.4895230e-01
  2.3717028e-01  3.2199922e-01  3.4642354e-01 -8.9976251e-01
  3.3611810e-01 -9.7751617e-03  3.3880031e-01  3.1322786e-01
  3.4943953e-01  3.3953145e-01  3.4477466e-01 -1.0175736e+00
  3.4231263e-01  3.4563994e-01  2.5729585e-01 -7.0176864e-01]"
85,"[ 3.0805263e-01  3.3961418e-01  3.1216237e-01  2.5148112e-01
 -3.4040005e+01  3.2833025e-01  3.4858933e-01  3.3457085e-01
  3.4901395e-01  3.3520484e-01  3.2230067e-01 -3.6777020e+00
 -2.1515813e+00  3.3703005e-01  1.6352929e-01  3.4876534e-01
  2.4655806e-01  3.2650959e-01  3.4217966e-01  2.8806180e-01
  3.5227790e-01 -1.5229559e-01 -3.5572332e-01  2.5958675e-01
  2.8403705e-01  3.4676921e-01  3.4250513e-01 -6.1440980e-01
 -2.7432114e-02  3.3573589e-01  3.0948311e-01  3.2932022e-01
 -4.6594024e-02  3.3225587e-01  1.7468220e-01  3.3903873e-01
  3.1085309e-01  3.1779873e-01  3.5257012e-01 -7.0185578e-01
  3.2553759e-01 -3.3278263e+01  2.7456504e-01  1.1001910e-01
  3.4665462e-01  3.4005389e-01  3.2797998e-01 -1.2263043e+00
  3.3561185e-01  3.3652341e-01  3.4663188e-01  3.3883765e-01
  3.2606611e-01  3.4098646e-01  3.4895369e-01  3.2454160e-01
  2.8445035e-01  9.7864896e-02  3.4406853e-01  2.4417457e-01
  1.2200415e-01  3.0752230e-01  3.2926935e-01  4.8770130e-02]"
86,"[ 0.3012833   0.3572814   0.33544108  0.3587382  -0.7778913   0.34105942
  0.3466809  -1.5410382   0.3478227   0.24190827  0.3203762   0.35530758
 -0.9805393   0.3354393   0.346926    0.3489029   0.2772856   0.35556823
  0.35590088  0.3326758  -0.21914566 -1.8334342   0.08432037  0.32836345
  0.3406517   0.20792973  0.33728942  0.315169   -0.10032788  0.33795956
  0.3205564   0.32687703  0.2752992   0.34515828  0.3523374   0.24167308
  0.33719563  0.32474616  0.33516568 -0.6847826   0.32789588 -0.04070657
 -0.23193026  0.29894796  0.3369169   0.11875875  0.3425177  -0.01601729
  0.3424289   0.349291    0.19695476 -1.2357534   0.35556516 -0.3166206
  0.3400729  -2.1191692   0.35296345  0.2902609   0.3434638   0.32687408
  0.260946    0.2311528   0.33222115  0.2626909 ]"
87,"[ 0.3327015   0.35879582  0.32739416  0.3543493   0.0236845   0.34805888
  0.34458205 -0.10706037  0.34989318  0.35734499  0.35441867 -0.12524608
  0.2796304   0.33548725  0.33517113  0.34853056  0.33341655  0.35890353
  0.35645396  0.3559262   0.35154143  0.32126173  0.3290698   0.35784748
  0.34140024  0.12748088  0.3547947   0.34434795  0.322986    0.34082878
  0.32144153  0.32586294  0.3274622   0.3476825   0.25119433  0.14696108
  0.31465772  0.35401925  0.34590712  0.30735397  0.32703838  0.28699094
  0.33999646  0.34411344  0.3419124  -0.70137084  0.35008663  0.25310457
  0.09082046  0.34777337  0.14597924  0.29473734  0.35915592  0.3197892
  0.16233599  0.3565992   0.3593634  -0.14976197  0.3454898   0.3367494
 -0.02577713  0.31820017  0.34085512  0.34775215]"
88,"[ 0.33677286  0.3596447   0.03422648  0.00600511 -0.23385954  0.35101774
  0.3453193  -0.66289556  0.35139355  0.21647102  0.35859886  0.30251068
  0.3469968  -0.26200593  0.33918163  0.34912574  0.35601526  0.35980555
 -0.02125752  0.35911265  0.34360367  0.33631793 -0.0307433   0.3557643
  0.3334753   0.35790876 -0.36856347  0.3263658   0.3462284   0.34157276
  0.32223132  0.11458686  0.34680972  0.34813142  0.32602108 -1.1628265
  0.3142156   0.30499858  0.3463512   0.33113423  0.31463957  0.32235235
  0.35566634  0.3369964   0.33931097  0.23599504  0.3330656   0.34112838
  0.10994133  0.34476665  0.35660642  0.3349213   0.35985652  0.32109004
  0.34759188 -1.57002     0.3599317  -2.6078649   0.3457651   0.35101408
  0.34788048  0.32718742  0.22159414  0.32812077]"
89,"[ 0.33487287  0.35999465  0.18690485  0.3407453   0.3396179   0.35030213
  0.02778485  0.31939888  0.3517505   0.35767448  0.3547608   0.22562578
  0.3347615   0.31090572 -0.00634703  0.3489752   0.35522258  0.35996112
  0.26392952 -0.04640704  0.21792683  0.34823132  0.35456255  0.35944378
  0.31803182  0.26290348 -1.9100984  -1.1024398   0.22566067  0.34203047
  0.32193652 -1.3323433   0.3464252   0.3292321   0.32566625  0.34817043
  0.33756682  0.35788932  0.3469981   0.34193632  0.3374413   0.3213814
  0.35988384  0.35167766  0.3440106   0.26414132  0.33835974  0.34377855
  0.24110931  0.3259586  -0.58943546  0.35819122  0.3085744   0.34607306
  0.35071734  0.276165   -0.38716006  0.2592932  -0.75160086  0.31707537
  0.33596355  0.3169675  -4.8026905   0.32760945]"
90,"[ 0.356834    0.35999823  0.3323708   0.3550612   0.35092738  0.34998867
  0.34799695  0.3075704   0.3516885   0.35943148 -2.471828    0.34175587
  0.215755    0.13836643  0.32798362  0.34899017  0.35942197  0.35999212
 -1.6951638  -0.6814574   0.31275588  0.34546986  0.31342268  0.3599435
  0.34137642  0.3462664   0.33004838  0.32978395  0.35000497  0.34212628
 -0.40651965 -1.2536143   0.3457638   0.34843397  0.1827426  -1.6252388
  0.31888652  0.35990593  0.02685952 -0.00871944  0.3439001   0.34458837
  0.3599325   0.34973198  0.34616366  0.30929986  0.33712578  0.34310234
 -0.5314606   0.32611245  0.33480743  0.35938725  0.28416926  0.35012433
  0.34678736 -0.74439967  0.01722682  0.22189628  0.3208988   0.3472561
  0.3257314   0.3573319   0.23686227  0.3284024 ]"
91,"[ 0.35880017  0.3599997   0.35924727 -0.11444375 -0.24116963  0.3497596
  0.35503408  0.33179054  0.35972682  0.3599665   0.3406636   0.33603102
  0.32545003 -0.01506639  0.348238    0.33227435  0.35998905  0.35999835
  0.29753593  0.19438267  0.04701811  0.34545586  0.33640587  0.35999608
  0.3438414   0.34344998  0.33422944  0.34735206  0.3514565   0.34211022
  0.01425636  0.34323552  0.3453661   0.35851252  0.32035848  0.3303416
  0.35814703  0.3599655   0.341415    0.21093476  0.33937153  0.3587607
  0.3599923  -1.7207581   0.34655046  0.32264343  0.33984157 -1.31249
  0.27701283  0.3472851   0.14090374  0.35982728  0.35984442  0.34944534
  0.33296946  0.2998112   0.3236482   0.262908    0.3497513  -0.3803215
  0.33664444  0.35885677  0.31917852  0.35664353]"
92,"[ 0.3598767   0.35999995  0.21249592  0.2866397  -1.2710217   0.3587645
  0.3451879  -2.4672728   0.35875902  0.35998726  0.35629594  0.32597744
  0.28194642  0.35299027 -1.6059567   0.33982074  0.35999268  0.3599997
  0.3412744   0.34333465  0.01882213  0.33223644  0.35740536  0.35999927
  0.30686796  0.34089562 -0.31452626  0.34541366  0.34660333  0.34215704
  0.30413795  0.32913372  0.35856503  0.3574412  -0.08545798  0.359717
 -0.2121023   0.32812655  0.3422516   0.34672007  0.3485088   0.35907197
  0.35999957  0.32264838  0.33589938  0.18774478  0.34197974 -4.333975
  0.33955538  0.34802344  0.3528482   0.35999614  0.3599476   0.35889083
  0.32656515  0.32029605  0.22980033  0.20334736  0.34721324 -0.33425063
  0.34445736  0.35966668 -1.9982582   0.35935244]"
93,"[ 0.35999233  0.36        0.10208249 -0.04205552  0.21301761  0.3593915
  0.34350058  0.2491296   0.3596437   0.35999885  0.35960445  0.32695472
  0.33808962  0.34081024  0.35024807  0.34862474  0.35999927  0.35999995
  0.3559708   0.35585526  0.31500253  0.33696437  0.33589336  0.3599999
  0.33946925  0.34134758  0.05167753  0.33986035  0.34941766  0.34199437
  0.01550737  0.34995335  0.35891306  0.35994628  0.3315392   0.35977405
  0.2829024   0.35861185  0.33665192  0.32858688  0.3520775   0.35989285
  0.35999992  0.2537124   0.3340395   0.32157218  0.1913678   0.3481315
  0.35218656  0.3480602   0.3294614   0.35999772  0.3599949   0.35886034
  0.32967895  0.32413262  0.31689933  0.3306795   0.34631348  0.31265682
  0.34668362  0.3599538  -0.03074938  0.35993978]"
94,"[0.35999832 0.36       0.3511825  0.3485018  0.2924478  0.35992044
 0.3445988  0.35105124 0.35999417 0.35999992 0.35974735 0.34045997
 0.3415244  0.35775802 0.35490566 0.35098475 0.35999998 0.33517691
 0.32937393 0.35825902 0.34109622 0.3463863  0.35987028 0.36
 0.346111   0.34177595 0.33513367 0.33984134 0.35875338 0.34214088
 0.3152811  0.35082966 0.35988346 0.35999808 0.32456014 0.35968655
 0.35068652 0.35977143 0.3445288  0.34046164 0.34509438 0.35999262
 0.35999998 0.3555983  0.33509666 0.35521787 0.26283866 0.34787858
 0.3593094  0.3481643  0.26490995 0.35999972 0.3599987  0.35986295
 0.33003488 0.31362173 0.35142723 0.3502228  0.35826445 0.33297843
 0.35825232 0.35999593 0.3327312  0.35998747]"
