Time Steps,h
63,"[ 0.2763121   0.34297806  0.31332555  0.34375405 -0.41080844  0.34627622
  0.2633006  -0.43524355  0.33901823  0.24923265  0.19882578  0.3076164
  0.32931137  0.3398147   0.32954186  0.28610602  0.29271126  0.32656774
 -1.5450374  -0.0694679   0.3416259  -0.9296411   0.3263678   0.24436383
 -0.08489808  0.35300967  0.3554654   0.2466099   0.32266986  0.3412668
  0.20999977  0.35664546 -0.7359488   0.33883798 -0.3762343   0.34337538
 -1.7900463   0.34681353  0.33684662  0.3308839   0.3240677   0.33738622
  0.33686525  0.32987326 -0.21094447  0.29331762  0.31804278  0.3114506
  0.3200122   0.19586669  0.304115    0.32769895  0.32777247  0.3030165
  0.24682593  0.30979213  0.3418901   0.25870252  0.32117215  0.08035582
  0.30895928  0.34296     0.33782375  0.32951018]"
64,"[-3.2332535e+00  3.3560947e-01 -1.0691880e+00  3.4583813e-01
  3.3092842e-01  3.4749711e-01  2.1911162e-01 -2.2698641e+00
  3.4029594e-01  3.1857991e-01  3.4747645e-01  6.7664504e-02
  3.4410429e-01  3.4302777e-01  3.2987991e-01  3.3489892e-01
  3.1999123e-01  3.4570473e-01  3.2197195e-01  3.0934963e-01
 -3.2922685e-01  2.7925989e-01  3.2503676e-01  3.4903735e-01
  3.2433823e-01  3.5115707e-01  3.2055852e-01 -1.6626281e-01
  3.2312337e-01  3.4396392e-01  2.5422901e-01  3.3879197e-01
  3.3951083e-01  3.4050423e-01 -3.8211691e-01  3.4664032e-01
 -7.8912377e-03  3.5003886e-01  2.9543912e-01  3.4164980e-01
  3.2849902e-01  3.4235841e-01 -2.1892238e+00  3.2024103e-01
  3.5040185e-01  3.5962594e-01  3.5930061e-01  3.1364018e-01
  3.3757874e-01  3.3938101e-01  3.3965120e-01  3.4657437e-01
  3.2873404e-01  3.2060131e-01  3.2201174e-01 -1.0077071e+01
  3.4299603e-01  2.9509512e-01  3.5208684e-01  1.7755014e-01
  3.3585763e-01 -8.7011993e-02  2.0642892e-01  3.4609628e-01]"
65,"[ 0.21021187  0.3476412   0.23953637  0.3264721   0.35626405 -0.04439065
  0.288557    0.23270501 -0.39485645  0.30044106  0.34070155  0.3331532
  0.33677745  0.34418872  0.18445526 -0.4785757   0.33043772  0.10831457
  0.34237298  0.355617    0.30641744  0.21046269  0.3268513  -2.87111
  0.3574221   0.32138142  0.02209342  0.05724102  0.32488832  0.34470457
  0.32829368  0.10195798  0.34076393  0.34334335  0.35871217  0.23970002
  0.2932163   0.34950048  0.28340268  0.3450041   0.3169928   0.30165425
  0.21479252  0.33401373  0.33828804  0.34957096  0.2644382   0.31828722
  0.33617175  0.33578157 -0.47789955  0.3372492  -0.46216226  0.33203804
 -0.30504835  0.34274536  0.34266075  0.3493464   0.29204774  0.30018404
  0.30378774  0.33460313  0.31603065  0.34339204]"
66,"[ 0.35263225  0.3469379   0.33481067  0.3337521   0.35956517  0.10886085
  0.350292    0.34193125  0.34898132  0.2973362   0.35001698  0.31627506
  0.33879262  0.3440412   0.33167493  0.3328319   0.33536202  0.18350656
  0.34250855  0.35949096  0.21481307  0.3447049   0.32862556  0.04686785
  0.34265822  0.3379767   0.34307387  0.34201255  0.33789656  0.34541902
  0.3293519   0.31498873  0.32614973  0.34159696  0.3307486   0.33357108
  0.34103635  0.33264858  0.31083843  0.3255574   0.32043317 -0.28808218
  0.2725807  -0.01723972  0.3324547   0.3433598   0.3238799   0.31771734
  0.33598328  0.33144736 -0.3890592   0.3409376   0.2320138   0.3427201
 -0.03691477  0.3489656   0.34623346  0.34763557  0.3374292   0.2346314
  0.31297082  0.320248    0.34110874  0.2633256 ]"
67,"[ 0.3410417   0.34672523  0.35499254  0.34330866  0.3597921   0.3383167
  0.35668933  0.35561144  0.3476441   0.3161301   0.34269956  0.24674574
  0.3408352   0.34504035  0.32943824  0.33093292  0.31776437  0.30755934
 -0.04263821  0.3599503   0.35070136  0.34042507  0.09468594  0.35566163
  0.32843798  0.34198457  0.07452971  0.3579088   0.34712264  0.34553483
  0.3275694   0.34657726  0.23887831 -0.2894193   0.33987245  0.32725936
  0.3582833   0.34840956  0.34135434  0.328101    0.32483056  0.33591172
  0.334149    0.33986777  0.35666102  0.34449354  0.28042796  0.35386366
  0.33766735  0.3551919   0.31998044  0.339407    0.31798548  0.33770177
  0.32003835  0.34208295  0.34697247  0.3450374   0.3396243  -0.00785771
  0.33541557  0.33635908  0.34585926  0.3480309 ]"
68,"[ 3.5777748e-01  3.4672555e-01  3.4889936e-01  3.4855667e-01
  3.5995460e-01  3.5575074e-01  3.5978636e-01  3.5589674e-01
  3.3304474e-01  3.2351843e-01 -1.7392753e+00  3.4538218e-01
  3.4143782e-01  3.4354866e-01  2.8214240e-01  3.4506881e-01
  3.0368224e-01  3.5572723e-01  2.3175177e-01  3.5999170e-01
  3.5895357e-01 -2.1022558e-03  3.3149290e-01  3.4633997e-01
  3.3857930e-01  3.4256008e-01  1.7991677e-01  3.5919493e-01
  3.4913865e-01  3.4555870e-01  3.4388524e-01  3.2550743e-01
  3.5052720e-01  3.4464398e-01  3.3751789e-01  3.5548291e-01
  3.5939535e-01  3.4509301e-01  3.4093502e-01  3.3702862e-01
  3.2610029e-01  3.5911000e-01  3.4644482e-01  3.1696117e-01
  3.5937360e-01  3.4378803e-01  3.1985378e-01  3.5852039e-01
  3.0864424e-01  3.5910344e-01  3.3197618e-01  3.2294762e-01
 -3.0609436e+00  3.3628815e-01  3.2948989e-01  3.4078696e-01
  3.4710595e-01  3.4414563e-01  3.2722819e-01  3.3606127e-01
  3.5954279e-01  3.3836403e-01  3.4357947e-01  3.4343085e-01]"
69,"[-0.07688814  0.34676442  0.35741824 -0.06619436  0.35999247  0.34435588
 -0.08343279  0.35229588  0.34345865  0.30868053  0.3520424  -0.72887635
  0.3414326   0.3436716   0.35556188  0.3477993   0.34067768  0.35904637
  0.35081303  0.28500503  0.35997033  0.34051457  0.34681168  0.27226394
  0.35909933  0.34215626  0.33485615  0.00332367 -2.6270227   0.34557146
  0.33786148  0.32680097 -0.3907385   0.3369614   0.35667577  0.3590055
  0.35972688  0.34841183  0.34600282  0.3403964  -0.02374822  0.34292594
  0.35686934  0.33414736  0.35993668  0.3456074   0.32133496  0.35982227
  0.3424264   0.35934633  0.30883408 -1.2174617   0.3075892   0.33587337
  0.3305974   0.35798714  0.34724084 -2.485361    0.3579459   0.3315247
  0.1333575  -1.1747571   0.34256327  0.34628314]"
70,"[-1.0470005   0.32802284  0.3591452   0.31501737  0.35999867  0.34450972
  0.16661179  0.34392196  0.34304935  0.3079568   0.34718716 -0.740229
  0.3292431   0.34375718  0.35931325 -2.8293548   0.35608757  0.3595475
  0.05025586  0.35950917  0.35997695  0.35049328  0.3453922   0.32767436
  0.35794342  0.32477212 -7.5021296  -0.83181846  0.35841414  0.345581
  0.34248605  0.35827154  0.32993406  0.3330536   0.35913515  0.35979038
  0.35996804  0.3461527   0.34381804  0.3303244  -7.341614    0.33867106
  0.3589044   0.3454525   0.27096546  0.3454447   0.17411004  0.35997984
  0.34957486  0.35993284  0.35372305 -1.2875468   0.30780303  0.34974867
  0.352659    0.35918346  0.23706391 -2.0240521   0.35624352  0.32652634
  0.35926268 -4.981367    0.3420025   0.33805427]"
71,"[-0.6131795   0.34206414  0.35994247  0.31013256  0.35983273  0.34671438
 -0.22011614  0.35242376  0.34935984  0.30489326  0.3416091  -1.0663904
  0.34547088  0.3437621   0.3599333   0.35841933  0.35899654  0.3599388
  0.34723583  0.35993192  0.35999504  0.3415963   0.32676694  0.33151585
  0.35972717  0.12038375  0.28231457  0.01552105  0.35362595  0.34558314
  0.34209493  0.35742953  0.34497023  0.3318118   0.35983285  0.35996225
  0.35999724  0.35003725  0.34327713  0.34039068  0.05602252  0.34033665
  0.35985172  0.3583108   0.34472784  0.34465334  0.355345    0.3599953
  0.35058084  0.35998932  0.35044995  0.26853782  0.30543453  0.34873226
  0.29214764  0.35962072  0.31590384  0.34772873  0.35953638  0.30157363
  0.35995266  0.3265469   0.3574778   0.3485846 ]"
72,"[ 0.26567274  0.35717312  0.359985    0.32593626  0.35999972  0.34750608
 -0.8656744   0.35816965  0.33307043  0.32159942  0.34132838 -2.5555596
  0.33239853  0.34375408  0.35998082  0.35184962  0.35983476  0.35999346
  0.325602    0.35998636  0.35999936  0.34438944  0.3403382   0.34493354
  0.35999134  0.3562045   0.3525469   0.22485037  0.3477022   0.345579
  0.34204215  0.3595061   0.346186    0.34365174  0.35997155  0.35999292
  0.35999957  0.35008585  0.3578142   0.34018344  0.34603593  0.34139666
  0.3599851   0.35791114  0.34661925  0.34505007  0.35913712  0.35999894
  0.3513529   0.3599982   0.33392456  0.3414639   0.35297972  0.3483616
  0.35318023  0.35997456  0.35894856  0.35058722  0.35997042  0.3332739
  0.3599989   0.33461428  0.35921115  0.34596795]"
73,"[ 0.339202   -0.13073143 -0.5378706   0.33997297  0.35999998  0.35199058
  0.32457665  0.3595495   0.13399363  0.32630655  0.3422516   0.33929068
  0.33989176  0.32483143  0.17745717  0.34731716  0.35997245  0.35999903
  0.33825606  0.35999703  0.35999992  0.0143508   0.34628528 -0.97595406
  0.3583141   0.35746172  0.35906288  0.310886    0.34835622  0.3350786
  0.32446396  0.3599721   0.34695235  0.30986196  0.35999483  0.35999864
  0.35999995  0.3498834  -0.15963984  0.291935    0.35512128 -0.42464817
  0.31996152  0.35968995  0.3591938   0.34513438  0.35989612  0.3599998
  0.3512971   0.35999966  0.22015426  0.35661837  0.3454966   0.3303905
  0.25123355  0.3599963   0.3468158   0.14164962  0.3599958   0.15949637
  0.36        0.35486808 -0.7243018   0.34693137]"
74,"[ 0.35624856  0.35408676  0.11004344  0.35867053 -1.3904932   0.29659855
  0.3553035   0.3599666   0.33276907  0.32872394  0.35134256  0.3319695
  0.34250996 -1.2872158   0.23996118  0.3483541   0.35999525  0.35999984
  0.05865967  0.3599995   0.36        0.34616572  0.3491094   0.34308112
  0.35943285  0.35968682  0.35983992  0.18033442  0.35868394 -0.8100959
  0.22404638  0.3599954   0.3584902   0.31360093  0.35999903  0.35999975
  0.36        0.3498968  -0.4559725   0.358196    0.3597644   0.227575
  0.3598794   0.35998502  0.35979617  0.345119    0.3599833   0.35999998
  0.35064104  0.35999992  0.05619991  0.3586048   0.34621462  0.34221992
 -0.8543478   0.35999945  0.3468402   0.08652651  0.35999936  0.3493705
  0.35999998  0.35544693  0.08916777  0.35096332]"
75,"[ 0.16915816  0.3519306   0.34321362  0.3590955   0.30047897  0.2341023
  0.35928535  0.35998806  0.35272112  0.35147238  0.3417363   0.22278368
  0.3480647   0.19905803  0.34652898  0.34836796  0.3599981   0.35999998
 -0.42712063  0.35999992  0.36        0.3290875   0.3492571   0.2812058
  0.35999992  0.3599102   0.1504761   0.35725006  0.35937032  0.34695885
  0.3145948   0.35999918  0.35933006  0.34196848  0.35999984  0.35999995
  0.36        0.34993243 -0.1756792   0.3586619   0.35982203  0.3470049
  0.35997683  0.3599971   0.3599683   0.3451059   0.35999817  0.36
  0.34987652  0.35999998  0.3288199   0.35982296  0.3250032   0.3457532
  0.29678524  0.3599999   0.32897127  0.34707648  0.3599999   0.3594227
  0.36        0.34337518  0.34149593  0.35340658]"
76,"[ 0.28701472  0.35980776  0.3356364   0.3593986  -0.63252574  0.34431493
 -0.04161674  0.35999706  0.3467249   0.35964122  0.32870185 -0.4344213
  0.33108175  0.33949614  0.35937992  0.10242149  0.3599996   0.36
  0.33439675  0.35999998  0.36        0.14578195  0.34907958  0.35668597
  0.35999966  0.35998487  0.35172984 -5.954384    0.31812033  0.3595618
  0.35748363  0.35999987  0.35990047  0.34354317  0.35999998  0.36
  0.36        0.35066426  0.349603    0.3599005   0.3599403  -2.1501355
  0.35999694  0.35999957  0.3599941  -0.15787774  0.35999984  0.36
  0.34890488  0.36        0.3578189   0.35996804  0.3524953   0.34638372
  0.2705389   0.35999998  0.34251204  0.3512496   0.35999998  0.3599358
  0.36       -8.453021   -0.17328626  0.35243604]"
77,"[ 0.28405076  0.35988617  0.35660595  0.35996333  0.2870115   0.3390325
  0.30795556  0.3599995   0.3481265   0.35991374  0.14896528 -0.0823589
  0.3594325   0.34980878  0.3598062  -5.324543    0.35999998  0.36
  0.34174258  0.36        0.36        0.32725158  0.33189568  0.3499444
  0.05068132  0.35999838  0.35798496 -0.21177453  0.3088939   0.3544449
 -8.132152    0.35999998  0.3599863   0.34348053  0.35999995  0.36
  0.36        0.3348234   0.3553622   0.35999775  0.35999364 -0.00894922
  0.01055682  0.35999995  0.35999885 -0.54072595  0.35999998  0.36
  0.34877193  0.36        0.3597786   0.3599906   0.35857248  0.3462756
  0.35574687  0.36        0.35834706  0.34425426  0.36        0.3599887
  0.36        0.14522076  0.24524125  0.3518019 ]"
78,"[ 0.34879974  0.3599928   0.35884845  0.35999766  0.3115094   0.35748243
  0.2665348   0.35999992  0.33156413  0.35981852 -0.02474567  0.29888552
  0.35791045  0.34432825  0.3599621  -0.5602744   0.35999998  0.36
  0.3507616   0.36        0.36        0.09140646 -0.16287684  0.3594561
  0.15635133  0.35999975  0.3598007   0.15135682  0.2595289   0.34918538
  0.25350884 -1.3105918  -0.32935882  0.358317    0.36        0.36
  0.36        0.22630237  0.35915762  0.35999957  0.35999942 -0.09541026
  0.0601064   0.35999998  0.3599998   0.32247117  0.36        0.36
  0.34885377  0.36        0.35991672  0.35999718  0.35934538  0.34632447
 -0.30891067  0.36        0.35932535  0.35855877  0.36        0.35999855
  0.36        0.29731807  0.33242804  0.35174903]"
79,"[-0.02950454  0.35999966  0.35972607  0.35999945  0.35838228  0.35926017
  0.34981182  0.35999998  0.33021015  0.35984302  0.31876495  0.32235673
  0.3595811   0.35845572  0.35999307  0.34044755  0.35999998  0.36
  0.35819963  0.36        0.36        0.348013    0.34125206  0.35932165
  0.27386022  0.35999995  0.35993394 -0.4714514   0.35994127  0.3596815
  0.34035242  0.2370836   0.2250864   0.35891822  0.36        0.36
  0.36        0.35044608 -0.5149291   0.35999992  0.35999992  0.35340396
  0.29389843  0.36        0.35999998  0.33941406  0.36        0.36
  0.34890798  0.36        0.3599933   0.35999912  0.3599616   0.3291593
  0.34829232  0.36        0.35990036  0.35906646  0.36        0.35999987
  0.36        0.13972718  0.33693913  0.35184506]"
80,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
81,"[ 0.14787757  0.32697052  0.34457698 -0.0622769  -1.2201258   0.3150151
  0.3352436   0.14343503 -0.32358843 -0.36701143  0.32808056  0.3175163
  0.04402357  0.32385707  0.3183283  -0.38109815  0.3422489  -0.07666466
  0.3298484   0.329278   -0.51162714  0.33688334 -0.38266313  0.3409378
  0.30574083  0.31657854  0.1808057  -1.4450792   0.33994564  0.33556637
  0.34016532  0.33838835 -2.73984     0.3248029   0.33939502  0.33534047
  0.25851396  0.20169471  0.34177828  0.33657092 -3.2607527  -0.31424385
 -0.5088591  -0.29157937 -2.0169172  -1.50407     0.3141425   0.33504885
  0.34322286  0.32478985  0.3293287  -0.9213246   0.34416282 -0.37171203
  0.31776187  0.33939502  0.26373857  0.3175164   0.344577    0.34565273
  0.31437     0.3242137  -0.80158293  0.32257697]"
82,"[ 0.03151238  0.3404407   0.3339599   0.2948832   0.32543212  0.3411459
  0.34202427 -2.9499955   0.261163    0.23438966  0.17938572  0.32542658
  0.16217236  0.32884353  0.3423048   0.3198822   0.34201163  0.13960667
 -0.505349    0.33013853  0.30781052  0.3443126   0.07873875  0.335931
  0.3075476   0.3435775  -0.00771844  0.22683334  0.33416447  0.28497875
  0.3142698   0.3365389   0.10871041  0.04925546  0.33315438 -1.9861265
  0.08300287 -4.9531717   0.32397327  0.3432873   0.3194224   0.31452674
  0.26094317  0.2385791  -2.0727782   0.23371533  0.33732563 -0.19682205
  0.34447423 -4.92755    -1.0576307   0.12739503  0.33305064  0.24991867
  0.3410132   0.33315438  0.20266438  0.34143496  0.3339599   0.3363004
  0.28664592  0.32867795 -0.11295968  0.32575908]"
83,"[ 0.2698505   0.19794628  0.33664876  0.29723582  0.28232726  0.3287207
  0.33945984  0.3027264   0.32900408  0.33392638  0.283576    0.31461477
  0.29225856  0.33297104  0.2103505   0.3550188  -9.013232    0.32308578
  0.2932886   0.3448891   0.26076654  0.33222264  0.32733348 -1.8744448
  0.12540805  0.34467515  0.28335452  0.25178376  0.339336   -1.6543819
  0.3180187   0.3386095  -0.04120129 -0.9721478   0.33812004  0.33061308
  0.29849538 -0.08387405  0.3231143   0.34703147  0.25775766  0.32898688
  0.2474787  -0.04883358  0.28436828  0.14159293  0.33142036 -3.2756667
  0.3357421  -0.23388761 -0.50591195  0.35017145 -0.2707566   0.29463732
  0.3484588   0.33812004  0.29075357  0.34867874  0.31483352  0.33883795
  0.31799912  0.31599948  0.3374036   0.3156821 ]"
84,"[ 0.11709484  0.07014814  0.3384743   0.3319244   0.3026519   0.09008402
  0.34744912 -0.2909422   0.32271427 -0.9104006   0.27323383  0.31341183
  0.31162488  0.33673158  0.33185175  0.3308632   0.3487109   0.33849728
  0.2666963   0.3378229   0.01832616  0.32309255  0.29826197 -1.0974818
 -0.7938554  -0.31047773  0.31849915  0.30770814  0.34255463  0.27860922
  0.32618752 -0.5163388  -1.5455643  -1.7115957   0.31866044  0.18664691
 -6.5151644  -0.83234763  0.32564473  0.32958448  0.21119384  0.3267234
  0.31147057  0.22931737  0.33532014 -0.2587921   0.3423774  -0.5657818
  0.01325947  0.17046031  0.33448613  0.3405057  -0.44645226  0.31962076
  0.3346278   0.3413496   0.06340981  0.25373942  0.3343258   0.3405042
  0.3208689   0.32017034  0.3441185   0.31460658]"
85,"[ 0.31588507  0.28685448  0.33909702  0.34652624  0.2967287  -3.2003078
  0.34275305  0.35607943 -0.27221805  0.27604616  0.31168848  0.32961026
  0.32605556  0.33760017  0.35712448  0.34134507 -3.0844374   0.35051173
  0.34001726  0.09943449 -2.2434564  -0.23665541  0.34954348  0.28120565
  0.25160384 -2.9429717  -0.16875947  0.3164917   0.34731954  0.33116835
 -0.11502066  0.2589727  -0.0058884   0.30411777  0.32611927  0.3500182
  0.31536454  0.26763332  0.32940868  0.3319526   0.20293832  0.3338845
  0.31836534  0.34037653  0.32126185  0.16547327  0.34507525 -1.8652066
  0.31531188  0.2806726   0.33103722  0.33959258  0.24569662  0.10540003
  0.3463495  -0.89104104  0.01996469  0.34239477 -0.35718143  0.34121615
  0.3186875   0.32136932  0.33927256  0.2067154 ]"
86,"[  0.35714653   0.3338008    0.3331687    0.349668     0.33803546
  -0.59043014   0.3421798   -3.6237864    0.17184831  -1.8181998
   0.3221668   -0.06614998  -5.599287    -0.23373246   0.33661702
   0.34160867   0.13384041   0.3514314    0.34567085   0.34898984
   0.0648784    0.31063774   0.3103016    0.03940672   0.32814476
   0.2665748    0.30546075  -8.02988     -0.9744482    0.34580538
   0.3357997    0.35206062   0.34593955   0.30816397   0.32411885
   0.34972173   0.3143027    0.34137803   0.33055177   0.33982813
   0.3352537   -2.1328683    0.31903172   0.34820336   0.32530507
  -0.17312455   0.3299139    0.22443199   0.30047575  -3.7799234
   0.34184834 -13.809053    -4.4564767    0.3215034    0.34481904
   0.3218887    0.20722622   0.34180257   0.16122894   0.3414603
   0.31759208   0.3372997    0.3352781   -0.9633281 ]"
87,"[ 0.32298976  0.01629323  0.32823262  0.28982362 -0.10448417  0.32174727
  0.29786205 -0.24328315  0.3443738   0.29513398  0.3543427   0.35119238
 -0.6843896   0.28759664  0.34602162  0.34064376  0.343914    0.34209698
  0.3571205   0.34892416  0.1923287   0.33985284  0.33199206 -0.08785528
  0.16829944  0.35556749  0.32067877 -0.22305012 -0.6107396   0.34629524
 -0.32741207  0.34294525  0.3388067   0.29758707  0.3259581   0.03341433
  0.21912895  0.34514007  0.26617545  0.34719464  0.3408674   0.33691615
  0.32395056  0.33594012  0.32804453 -0.59485245  0.35041246  0.29505104
  0.33085045  0.33072367  0.13177931  0.3356182   0.20702398  0.3311343
  0.34738508  0.34216568  0.33789217  0.3477481   0.28481564  0.31189752
  0.3443969   0.3405998   0.33658996  0.22960784]"
88,"[ 3.43393505e-01  3.14075172e-01  2.82476455e-01  1.44611344e-01
  3.56717765e-01  3.29018325e-01  3.37328523e-01  3.42834115e-01
  1.84828937e-01  3.32700789e-01  3.59125227e-01  3.56701285e-01
  3.13645244e-01  3.58396679e-01  3.27427149e-01  3.40083718e-01
  3.59763592e-01 -3.92490196e+00  3.46806824e-01  3.50222647e-01
  3.57548565e-01  1.58770531e-01  3.28810394e-01  2.16813818e-01
 -2.47773743e+01  3.41761053e-01  3.37463230e-01  3.30279887e-01
  3.49246293e-01  3.44672620e-01  3.14489931e-01  3.58310789e-01
  3.47979844e-01 -2.13849401e+00  3.39642256e-01  3.22993487e-01
 -1.32601795e+01 -5.87307692e-01  3.44026625e-01  3.43390882e-01
  3.52706432e-01 -6.97182417e+00  3.23738813e-01 -2.93497741e-02
  3.54996741e-01  3.48365307e-01  2.51363814e-01  2.98935711e-01
  3.45878869e-01  3.57489377e-01  3.36190432e-01  3.52613896e-01
  3.04759353e-01 -5.99977064e+00  3.48064601e-01  3.23145807e-01
 -2.44966328e-01  3.48514557e-01 -6.12160444e-01  1.14643872e-02
 -1.94090688e+00 -3.25329447e+00  3.38134170e-01  2.63460368e-01]"
89,"[ 3.2573426e-01  2.4881007e-01  3.3448616e-01  3.5992491e-01
  3.5704112e-01  2.0933221e-01  3.0940014e-01  3.4059513e-01
  3.3961001e-01  3.1579182e-01  3.5990089e-01  3.5233542e-01
  2.3483983e-01  3.2958800e-01  3.1547430e-01  3.3990699e-01
  3.4754032e-01 -2.4041712e-01  3.3082774e-01  3.5864753e-01
  3.5392791e-01  2.2610964e-01  3.2067385e-01 -2.2037250e-01
  2.3440796e-01  1.1110717e-01  3.2769787e-01  3.3601922e-01
  3.3469686e-01  3.4375694e-01 -1.5084399e+00  2.8481108e-01
 -1.3446397e+00  3.9273888e-02  3.4182134e-01  1.7816682e-01
 -1.0548049e+00 -5.4508823e-01 -1.5567741e+00  3.2885301e-01
  3.3741546e-01  2.9720426e-01  3.2362270e-01 -9.3074769e-02
  3.5931900e-01  3.2953331e-01 -2.9645789e-01  3.4701794e-01
  3.3633390e-01  3.3588594e-01  4.4835865e-02  3.3216855e-01
  2.7404779e-01  3.2398236e-01  3.4876713e-01  1.6936220e-01
 -4.7317042e+00  3.4425765e-01 -5.7037234e-01  3.5757640e-01
  2.0214921e-01 -2.4653673e-03  3.2257864e-01  3.4741443e-01]"
90,"[ 0.3510794   0.35668215  0.3376673   0.34835756  0.3505649   0.3546653
  0.34596193  0.35699093  0.34112543  0.10445723  0.3599769   0.34979028
 -0.6174625  -1.7876188   0.32434824  0.35714108  0.3308201  -1.4271628
  0.3403222   0.3593875   0.34810975 -0.12491724  0.32953244  0.2855426
  0.32039106 -2.390921    0.28524983  0.35384393 -0.14921832  0.34360304
 -0.0515151  -0.05359891  0.11343901 -0.30341446  0.26834154  0.34704646
  0.3210253   0.16409999  0.28524813 -0.8020942   0.33920315  0.33753943
  0.35349974  0.35219535  0.3599155   0.34225148  0.35519573  0.34783924
  0.33511868  0.33079922  0.03648397  0.34812886 -0.09982255  0.34708515
  0.348862    0.349713    0.34102932 -3.1940079  -0.08704984  0.34807208
  0.3471943   0.33929607  0.319957    0.3448266 ]"
91,"[ 0.17619443  0.3289114   0.3312576   0.3473932   0.3300523   0.35939956
  0.34891534 -0.49245054  0.34614867  0.2416664   0.35999438  0.34939697
 -1.7093984   0.29613838  0.33019316  0.35916445  0.33550036  0.3508057
  0.34634876  0.35992366  0.3464986   0.3423003   0.330928    0.33695164
 -0.2847963   0.30591255  0.3356631   0.35838687 -0.23692495  0.34356946
 -0.35755402 -0.14101547  0.27943194 -0.11258104 -1.632062   -1.1380721
  0.3486113   0.28677708  0.04100806  0.08215752 -2.0625458   0.3351351
  0.35867915  0.35415334  0.35998577  0.3477512   0.3582233   0.35217422
  0.33796635  0.33552125 -0.8004302   0.34631196  0.14335766  0.34691393
  0.34887478  0.34469023  0.32237905  0.35425153  0.34870568  0.32100636
  0.349604    0.35864338  0.32068378 -9.553333  ]"
92,"[ 0.34131318  0.32361     0.34270734  0.3444179   0.33198968  0.35997462
  0.351046    0.2886308   0.33614123 -0.22047985  0.35918403  0.34985167
  0.29839408  0.33475834  0.3491239   0.3598458   0.33512935  0.15313247
  0.34539118  0.3599909  -0.32423276  0.35844073  0.33694008  0.34722534
  0.34650627  0.35100263  0.32848412  0.35948917  0.28603742  0.3577824
  0.35545364  0.32959235  0.32423505  0.32314909  0.30452093 -0.3648979
  0.3567776  -2.6804433   0.15402603  0.3275534   0.17069896  0.34295583
  0.3599205   0.33558193  0.35999712  0.35868984 -1.5232246   0.35228354
  0.33628854  0.33644205  0.3362942   0.15908916 -0.23458087  0.3457847
  0.34887284 -3.1877284  -1.2796429   0.34445703  0.3551341   0.31784332
  0.35795495  0.340922    0.35752845  0.32758692]"
93,"[ 0.3510794   0.3492627   0.33779183  0.3478548   0.34444523  0.3599982
 -0.47442943  0.3548469   0.32721233 -0.5502187   0.35999954  0.3497916
  0.3250263   0.18630202 -1.2426804   0.35997498  0.33871412  0.34820932
  0.14152895  0.35999867  0.35534123  0.3596288   0.35805556  0.34592575
  0.3335962   0.35189697  0.3381161   0.3599787   0.32301354  0.35924307
  0.33531573  0.33432642  0.357602    0.3374625   0.3570431   0.09643754
  0.35790345  0.34808117  0.25214285  0.34847018  0.31550473  0.34254304
  0.35999414 -0.01684564  0.3599996   0.3593546   0.32776225  0.35097766
  0.33769593  0.35833514  0.34082538 -0.3153801   0.2863274   0.19434646
  0.34887126  0.35232234  0.35066432  0.3485457   0.32077983  0.3425373
  0.3594933  -0.97143316  0.35822928  0.3338585 ]"
94,"[ 0.35933164  0.34620535  0.35761628 -0.49189126  0.3367804   0.35999954
  0.26257414  0.35913292  0.340386   -1.8230551   0.3589792   0.34968865
  0.3303255   0.31483752 -0.10037425  0.3599956   0.07347861  0.34704027
  0.3570258   0.3599998   0.34879288  0.35989407  0.35857022  0.3424642
  0.34655932  0.3597308   0.34044     0.35999155  0.34518948  0.3598703
  0.31984717  0.35619718  0.357291    0.35226968  0.24633256  0.262222
  0.3587458   0.35408124  0.32554194  0.34852532  0.3541968   0.32819536
  0.35999674 -0.24280941  0.35999995  0.3599054   0.34537825  0.35016596
  0.3385766   0.35753366  0.3492703   0.35891077  0.34942695  0.23305309
  0.3456375   0.33433172  0.34849966  0.34901637  0.31797335  0.34356135
  0.35996124 -1.6273373   0.02080435  0.1361631 ]"
