Time Steps,h
31,"[ 0.31113315  0.35996425  0.32386395  0.35993746 -0.42663234  0.3554022
  0.35999936  0.32222348  0.30239177 -0.15883791  0.35476732  0.3412711
  0.35857087  0.35392377  0.3228361  -0.40553367  0.0040012   0.3587438
  0.35464865  0.33630782  0.349723    0.3399835   0.33772093  0.09960407
 -2.4599476  -0.00815144  0.29561508  0.32107103  0.3474965   0.3583264
  0.2635519   0.3396345   0.35990468 -3.7336268   0.35741532 -0.05943823
  0.34702733  0.02929226 -0.70532405  0.33315587  0.34462148  0.13040355
  0.3360772  -0.1978777  -0.14054894 -0.2700565  -2.0025258  -0.23302203
  0.35924754  0.34368265  0.3599702   0.34504548  0.34789014  0.3405841
  0.34677616  0.35170665  0.35999247  0.35279322  0.3428807   0.35999912
  0.35568434  0.35630617  0.34813985 -1.4281183 ]"
32,"[ 0.24628192  0.35999334  0.35953662  0.3599895   0.29033145  0.35860628
  0.35999984  0.33197138  0.35344738  0.2291719   0.34596992  0.34782135
  0.35818896  0.27164084  0.3499363   0.3565758  -0.24900997  0.35944763
  0.35850152  0.33039293  0.3497362   0.3212195   0.3522281  -0.15019953
  0.16088656  0.28151202  0.30807504  0.23777151  0.18776006  0.35928404
  0.29994822  0.34038174  0.35937572  0.07617837  0.35736272 -0.03036636
  0.35219765  0.3564195   0.35948926  0.35774177  0.35977718  0.12836745
  0.32637998 -0.2687015   0.3253643   0.324412    0.34543046  0.3579581
  0.35987028  0.33251438  0.35999486  0.3451026   0.34846303  0.33966765
  0.3323169   0.3592824   0.36        0.02289495  0.3417964   0.2649495
  0.3586709   0.35876852  0.3477851   0.34635615]"
33,"[ -0.39201957   0.3599987    0.35923102   0.12015185   0.3417489
   0.35955188   0.35999998 -10.708432     0.35854012   0.3444337
   0.3442763    0.34957165   0.35964197  -0.1898219    0.32376617
   0.35886618   0.3473615    0.35989916   0.35950288   0.34971774
   0.3496909    0.27723345   0.35309258  -0.01227689   0.2843565
   0.35660684   0.35637546  -0.3761719    0.35642698   0.35993555
   0.35163778   0.34049863   0.35999674   0.29496574   0.35969436
   0.3471683    0.3584716   -2.48768      0.35625643   0.35905972
   0.08718601   0.34681082   0.3416903    0.3379739    0.33763978
   0.33530942   0.35191146   0.3529376    0.35998026   0.25697893
   0.35999906   0.34510872   0.3485185    0.3418382    0.34349573
   0.35971826   0.35999998   0.35557622   0.34375405   0.07498664
   0.35968035   0.3598173    0.34807202   0.3181999 ]"
34,"[ 0.28144532  0.35999975  0.35981846 -2.0714164   0.34462023 -0.97046316
  0.36        0.32278818  0.21472397  0.35842013  0.33611065  0.34926277
  0.35997826  0.24557775  0.33575177  0.35975242  0.34889105  0.35998857
  0.3599453   0.34468964  0.33352062  0.34151617  0.3595488   0.3580516
  0.351205    0.34031433  0.35899317  0.2821389   0.33178315  0.3599926
  0.3588286   0.35780862  0.3599997   0.29196906  0.35998794  0.3591559
  0.35924307  0.34551796 -0.984108   -0.16163182  0.359859    0.34537458
  0.35960427  0.34824023  0.34917593  0.3453299   0.35991582 -0.19593108
  0.35999662  0.0848861   0.35999987  0.185884    0.3484872   0.3417343
  0.35781485 -0.16883337  0.35999998  0.32474482  0.35811666  0.33884805
  0.35998365  0.35998282  0.3309486   0.33838904]"
35,"[ 0.34487328  0.35999995  0.35998285  0.33906862  0.35059482 -0.05931965
  0.36        0.03286651  0.35751048  0.35969096  0.3590117   0.34878513
  0.3599967   0.34271482  0.32888156  0.35994017  0.35796377  0.35999838
  0.35999507  0.33749515  0.33571115  0.3481795   0.359737    0.35483983
  0.34049425  0.3364318   0.28677687  0.335018    0.32594934  0.3211818
  0.35975692  0.35886437  0.3599989   0.33698538  0.35999689  0.1728781
  0.3599471   0.34427232  0.12851775  0.3397737   0.35994676  0.34816045
  0.35870686  0.34528682  0.07131436  0.3465234   0.359811    0.28966132
  0.35999942  0.3430475   0.35999998  0.30611396  0.34846365  0.3416311
  0.3594874  -0.38514793  0.35999998  0.34105968  0.35928985  0.35908246
  0.35546684  0.35999277  0.3593506   0.3551575 ]"
36,"[ 0.35678968  0.36        0.3599984   0.3455519   0.3578751   0.34536755
  0.36        0.35828805  0.35933757  0.07550073  0.3578126   0.3594376
  0.35999954  0.35364857  0.34594694  0.35998803  0.3595454   0.35999975
  0.35999927  0.34924042  0.3430147   0.3494634   0.35884744  0.33739802
  0.33305365  0.33036384  0.34512573  0.17172183  0.34759602  0.3599992
  0.35995075  0.35988596  0.35999995  0.2750594   0.3599996   0.27224377
  0.35999373  0.34753567  0.3249328   0.24276084  0.30536872  0.35738343
  0.35970715 -1.5696907   0.30779278  0.32845846  0.35992986  0.34404013
  0.3599999   0.31089723  0.36        0.33842176  0.32977685  0.3416016
  0.35992858 -0.02374268  0.35999998  0.33121976  0.35988095  0.35957363
  0.16954096  0.35999852  0.35787058  0.31629488]"
37,"[ 3.5939863e-01  3.6000001e-01  3.5999975e-01  3.5938230e-01
  3.5930729e-01  3.5431740e-01  3.6000001e-01 -3.7593889e-01
  3.5996041e-01 -2.9939836e-01  3.5960153e-01  3.5854736e-01
  3.5999992e-01  3.5151935e-01  3.2677948e-01  3.5999778e-01
  3.5991454e-01  3.5999995e-01  3.5999987e-01  3.5837710e-01
  3.4600809e-01  3.4874386e-01  3.5733119e-01 -1.8755907e+01
  3.3379319e-01  3.1295145e-01  3.5919574e-01  1.4967205e-01
  3.5907096e-01  3.5999978e-01  3.5999691e-01  3.5999557e-01
  3.6000001e-01  1.2835348e-01  3.5999995e-01 -7.9281712e-01
  3.5999730e-01  3.4898472e-01 -3.7362194e-01 -2.2706070e+01
 -1.0404106e+00  3.5898644e-01  3.5998952e-01  3.0831778e-01
  2.6394451e-01  3.1847501e-01  3.5999659e-01 -2.9264390e-03
  3.5999998e-01  3.4699485e-01  3.6000001e-01  3.4659892e-01
  3.4794965e-01 -5.9169688e+00  1.4349259e-01  3.3946180e-01
  3.5999998e-01  3.4660256e-01 -3.5938258e+00  3.5985044e-01
  3.5741282e-01  3.5999978e-01  3.5957021e-01  3.4862557e-01]"
38,"[ 0.3597774   0.36        0.35999995  0.3597841   0.35996178 -0.76911783
  0.36       -0.03632993  0.35998547  0.34992167  0.35998437  0.35966098
  0.35999998 -2.1137342   0.32491493  0.3599996   0.3599932   0.36
  0.35999998  0.35933682  0.34661606  0.34839696  0.35124874 -0.71302474
  0.07082945  0.01291895  0.35994664 -1.6878375   0.3576986   0.35999995
  0.35999906  0.35999927  0.36        0.34696674  0.36        0.3471019
  0.35999954  0.3302425   0.29040033 -0.5863043   0.35067317  0.35994428
  0.35999835  0.3312838   0.33813605  0.34550744  0.35999966  0.33173195
  0.36        0.34934467  0.36        0.34949252  0.3585115  -0.05230379
 -0.32320076  0.3551026   0.35999998  0.3466724   0.1227349   0.35997874
  0.12766847  0.35999998 -0.18785334  0.34754738]"
39,"[ 0.35999334  0.36        0.36        0.3599604   0.35998768 -0.17061377
  0.36        0.30333143  0.35999763 -1.666917    0.35999703  0.35998654
  0.36        0.3067757   0.34156382  0.35999992  0.35999745  0.36
  0.36        0.35989898  0.34669763  0.04014921  0.34046373 -0.73475516
  0.35271513  0.33337587  0.35998103  0.34514388  0.35968474  0.36
  0.35999978  0.35999984  0.36        0.35130963  0.36        0.35221922
  0.35999995  0.3324888   0.3413863  -0.1402834   0.35841897  0.35998678
  0.35999975 -2.3252697   0.3522244   0.3468621   0.35999995  0.35586745
 -0.11117315  0.35054997  0.36        0.34920883  0.35881212  0.04190984
  0.2955075   0.3594425   0.35999998  0.3587602   0.35645688  0.35999724
  0.35977566  0.36        0.05587929  0.35851243]"
40,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
41,"[-5.34385800e-01  3.40937763e-01  3.25292557e-01 -1.06481165e-01
  1.40716344e-01  3.37410271e-01  3.33965987e-01  3.23857069e-01
  3.26215357e-01  3.00131559e-01 -5.41590154e-02 -1.02126396e+00
  3.41654241e-01  3.35566342e-01  3.28230649e-01  3.26742440e-01
 -5.68814576e-01  3.28230709e-01  3.37388873e-01  3.41536254e-01
 -2.93058157e-02  3.28693897e-01  3.40086758e-01  3.34599495e-01
  3.40086728e-01  3.27013522e-01  3.34652036e-01  3.36780816e-01
  3.23857009e-01  3.19819450e-01 -2.73435473e-01  3.42828184e-01
  3.36874366e-01  3.36570829e-01  3.23049664e-01  3.36883336e-01
  3.23708743e-01  5.86029291e-02  3.39395076e-01  3.16208512e-01
  3.09313953e-01  3.14142495e-01 -6.55157685e-01 -2.36004562e+01
  3.34230244e-01 -1.29525030e+00  3.24802905e-01 -5.92537642e-01
  3.17516297e-01  3.41063321e-01 -6.53302670e+00 -1.79550648e-02
 -1.57431960e+00 -2.92058766e-01 -1.18847170e+01  3.27225327e-01
  1.94639564e-01  3.44155073e-01  2.40981609e-01  3.24667215e-01
  3.23049754e-01  2.05587029e-01  3.42471600e-01  1.49932310e-01]"
42,"[  0.30707207   0.33729428   0.33477753   0.06709      0.20311266
  -0.3842252    0.34086353   0.32884312   0.33403972   0.12555797
   0.27467966   0.19678165  -0.45242023   0.34053242  -0.11285529
   0.33524144   0.03612062   0.32280833   0.344606     0.3369455
   0.15322654  -0.43267024   0.33938572  -0.07576275   0.32472003
   0.33574867   0.33835095   0.3441334    0.3288433   -2.5304093
   0.27165997   0.34389096   0.33358604   0.32743645   0.33501202
   0.34431264   0.33600223   0.3488902   -1.0749732    0.3129061
   0.312527   -10.478174     0.29846036  -0.5917432    0.06952739
   0.2793375    0.33398968  -1.4165796    0.32542658   0.32613364
   0.3482477    0.12135622   0.19855669   0.2791732    0.30839097
  -0.06816027  -0.01598805   0.33375093   0.27974415   0.31071794
   0.3270326   -0.3125196    0.34336448   0.27860942]"
43,"[  0.31235054   0.34141687 -12.036439     0.34502646   0.34865132
   0.23497221   0.32773674   0.2949416    0.33837655   0.32353553
   0.27814183   0.31828526   0.35269946   0.32379097   0.04782909
   0.16526923   0.3137804   -2.2503428    0.34931841   0.3426466
   0.2437719    0.06707138  -1.1426445   -7.4064755    0.31449845
   0.33993328   0.3397692    0.34816882  -1.3661474   -0.87330735
   0.28728896   0.3282777    0.33440658   0.24721879   0.34027848
   0.3484644   -0.34532583  -0.4401663   -0.34200656   0.31331497
   0.28736603  -3.457561     0.31538543   0.34474295   0.24199246
  -0.21582216   0.06379148   0.3188944    0.33990386   0.32711196
  -3.3266592    0.2283093    0.303271     0.3287303    0.33837625
  -2.3925467    0.28832045 -16.325863     0.34204614 -11.206489
   0.3096552    0.34332305   0.27818644   0.3341261 ]"
44,"[ -0.5204303    0.32578194  -2.1903925   -0.3274927   -3.8286996
  -0.5371008  -10.834031     0.31913212  -0.6385461    0.34612188
   0.31103772   0.32876986   0.35456464   0.32568675   0.16542915
   0.09650224   0.33585083   0.22427446   0.3500439    0.32724044
   0.14889115   0.24742685   0.31703156   0.2463603    0.27133155
   0.3257619    0.3396147    0.34882015  -0.029728     0.3382197
   0.2601417    0.33453333   0.33409393   0.34836745   0.3435789
   0.34127855   0.31577173  -0.27995932   0.30975792   0.31717023
   0.25331926   0.3067394    0.33929762   0.34419584   0.3435721
   0.102328     0.32401246   0.34093007   0.35095584   0.32879522
  -3.1569762    0.33678383   0.33664256   0.34593686   0.34158188
   0.331945     0.29852045  -4.1605315    0.3481354    0.30467036
   0.31196046   0.34611666   0.35469663  -0.1736399 ]"
45,"[-2.2013438e-01  3.2469702e-01  3.2413390e-01 -4.6703091e+00
  2.5014406e-01 -2.6193590e+00  2.0808558e-01  3.2462409e-01
  3.9698780e-03  3.1737956e-01 -7.1076840e-02 -2.7468163e-01
  3.5178274e-01  3.3262384e-01  2.1896431e-01  3.1651580e-01
  9.9524647e-02  3.0035913e-01  3.3742666e-01  3.2666111e-01
 -4.4132560e-02 -5.3109998e-01  3.3142787e-01  2.8809696e-01
  3.3908170e-01  3.3883196e-01  3.2060152e-01  3.4907243e-01
  8.2193613e-03  1.9512454e-01  3.3364579e-01  3.3820939e-01
  3.3316666e-01  3.4269235e-01  6.5870047e-02  3.5022220e-01
  2.5044835e-01  3.4907091e-01  3.3358479e-01  3.1776631e-01
 -7.0455760e-02  3.4503505e-01  3.2966667e-01 -1.0746789e+00
 -1.8408138e-01 -2.0194535e+00 -6.2655647e+01  3.3721393e-01
  3.5078058e-01  3.2942438e-01  1.4766245e-01  3.0832684e-01
 -9.2024148e-01  3.3331653e-01  3.4182164e-01  3.4099111e-01
  3.3591953e-01  2.1377422e-01  3.4700540e-01  3.2549876e-01
  3.2033926e-01  3.4786204e-01  3.2944986e-01 -1.8476547e+01]"
46,"[ 0.35846505  0.32683143  0.34135088  0.24805553  0.28381088  0.22163127
 -6.8337      0.32290688  0.3517176  -0.62781703  0.20093629  0.32834572
  0.3442354   0.33672076  0.3597956   0.2965211   0.34542698  0.35925162
  0.34080365  0.33020076  0.34286508  0.25861332  0.3335184   0.3250431
  0.34053805  0.34571964  0.3117178   0.34921113  0.28904936  0.18395135
  0.35301727  0.3264499   0.3552951   0.34279582  0.33098412  0.34924218
  0.20328274  0.31704345  0.35028479  0.18054658  0.31914717  0.3378839
  0.33305714  0.3500178  -7.8744626   0.10162702  0.28145432  0.33673647
 -0.25453615  0.32960495  0.3443571   0.34540284 -1.5243021   0.14346889
  0.33966216 -1.8920671   0.35779342  0.22119361  0.35063085  0.35659885
  0.12010804  0.3474967  -0.9392934   0.25920776]"
47,"[ 0.355175    0.33939686  0.25880402  0.04992804 -0.1384157   0.3291042
  0.33656982  0.3228908   0.347198    0.27500194  0.32728904  0.31765044
  0.34604293  0.3363155   0.3566702   0.3521406   0.35211915  0.3569718
  0.3489226   0.34374514  0.34016243  0.35249442  0.3327876   0.35412318
  0.35874614  0.34886107  0.32588407  0.34944266  0.3035468   0.34772614
  0.35210136  0.34030247  0.35730729  0.34321824 -2.0394912   0.33347663
  0.2901028   0.33219197  0.34391153  0.35619357  0.3464232  -0.5407232
  0.35614595  0.3498096   0.33079812  0.32001245 -0.01255697  0.33609998
  0.07979429 -1.5916742   0.34969458  0.35248852  0.26091236 -0.15806454
  0.27002057  0.35298118  0.35982364  0.35310826  0.3450243   0.3587921
  0.28553736  0.34696093 -0.9865669  -0.61502683]"
48,"[ 0.20145275  0.34756625 -0.16481268 -4.661715    0.28520623  0.33075255
  0.3530357   0.32273364  0.3410946   0.34755102  0.3430044   0.3413834
  0.34758198 -1.276192    0.35841054  0.34881395  0.34486777  0.35923818
  0.3519433   0.16700219  0.3409508   0.06363121  0.3336657   0.35984302
  0.3580551   0.2961736   0.3333796   0.33273745  0.31324548  0.33570838
 -0.28789026  0.09346092  0.35956052  0.34353396  0.03708005  0.26166287
  0.24372081  0.35756174  0.34080255  0.35870236  0.35976252  0.298522
  0.357359    0.26671308  0.31680068  0.32722747  0.35349607  0.3372169
  0.27301395  0.31581643  0.35963988  0.35928494  0.32218128  0.04694664
  0.3187878  -0.12674329  0.35995582  0.08258811 -0.18103552  0.35965654
  0.2175556   0.32861298  0.31356272 -0.50559974]"
49,"[ 0.3316987   0.12780581  0.07552069  0.2813923   0.3362173   0.33036444
 -1.3962022   0.25988674  0.34070012  0.3596251   0.3518679   0.3482709
 -0.0411436  -0.75154746  0.35074216  0.3487784  -0.17546397  0.35047218
  0.3359173   0.3478691   0.32438615 -0.2998048   0.3333705   0.35980916
  0.35963523 -1.135975    0.33355552  0.33450562  0.31680927  0.35680458
  0.33481357  0.3470944   0.35958633  0.24995013  0.33249694  0.26198238
  0.33600497  0.3592444   0.341013    0.35669646  0.35974857  0.349402
  0.3595464  -1.0926584   0.34285975  0.30976692 -0.16429895  0.00846317
 -0.15797555  0.3224934   0.35996774  0.2740908   0.33277678  0.35359144
  0.32007205 -0.8618568   0.3544008  -0.0865193   0.32681268  0.359961
 -0.15728635  0.33916283  0.33573222  0.29520655]"
50,"[ 0.3449955   0.06819198 -4.542999    0.2906069   0.35419056 -0.32379758
  0.35286435  0.00991935  0.3421143   0.35905275  0.34946024  0.34957248
 -0.4692412  -0.05049896  0.33371672  0.34803042  0.35338306  0.35974255
  0.34192207  0.34250677  0.3390975   0.19886525  0.3562715  -2.7420378
  0.3599802   0.32021508  0.35692188  0.34221995  0.28871083  0.3594196
  0.34698623  0.34530067 -2.4963274   0.34687102  0.35108975 -0.3344863
 -0.82343376  0.35987064  0.34114915  0.3599882   0.3589637   0.35678133
  0.35995698  0.28723055  0.32351178  0.35064408  0.3435679   0.3253156
 -0.2697158   0.30540356  0.35999653  0.21373087  0.35535273  0.35640398
  0.34943876  0.35570043  0.35999388 -1.4260026   0.3344342   0.35999537
  0.34688374  0.3478613  -0.8767961   0.31330666]"
51,"[ 0.31991565  0.35044447 -0.8584051  -1.2061679   0.35903093 -2.3472285
 -1.249673    0.33291006  0.34237668 -0.08089018  0.3098057   0.34905156
  0.3548929  -0.6656562   0.3510249   0.347964    0.343062    0.35985237
  0.33932677  0.34289545  0.33315906  0.34188482  0.35933247  0.25551826
  0.3599976   0.30990177  0.35883042  0.34528118  0.28760687  0.3599315
  0.34641922  0.344583    0.10066196  0.34427318  0.35812804  0.35947543
 -0.71507776  0.35998043  0.3410532   0.3599994   0.08784238  0.3462697
  0.35999316  0.34716868  0.3235687   0.35692865 -0.517141    0.34477445
  0.24418014  0.3218053   0.3256285   0.33118856  0.3592684   0.349182
  0.34802222  0.35245985  0.35999972 -0.07906246  0.34747568  0.35999936
  0.35976538  0.3494052   0.33482993  0.31852645]"
52,"[ 0.31346214  0.30922097 -2.1481714  -0.5182599  -5.198632    0.2845478
 -1.0034302   0.34252527  0.34294724 -1.6197921   0.34853998  0.34603575
  0.35690907  0.30431524  0.31357673  0.3480373   0.35823873  0.35998884
  0.34407493 -0.2994522   0.33833733  0.34977192  0.35960653  0.3270997
 -2.448935    0.22753777  0.35987505  0.34589583  0.34911197  0.35998505
  0.3449095  -0.01110727  0.34099767  0.34323218  0.35866007  0.3496373
 -3.6661534   0.3599958   0.3409394   0.3599998  -1.4149894   0.35995013
  0.35999885  0.3447792   0.33453023  0.35852498  0.3397909   0.26490998
  0.30063316  0.27001676 -1.4713346  -0.9772985   0.35978872  0.34949863
 -1.9397396   0.32139674  0.35899833 -2.0722942   0.34882247  0.35999992
 -2.1571136   0.33685106  0.33046076  0.35122854]"
53,"[  0.3350245   -0.1824665    0.33507538   0.21998039   0.28099412
   0.34728295   0.34094495   0.3579159    0.34279445   0.31344408
   0.3464845    0.35861018   0.34930393   0.3474201    0.35979444
   0.3480579   -3.7849493    0.35999757   0.34620816   0.34263402
   0.3572123    0.34561163   0.35997656   0.26750845   0.35714075
   0.34800443   0.35999176   0.34616578   0.35734946   0.3599967
   0.34542838   0.3460712    0.33559617   0.34324318   0.35978964
   0.33095142   0.26841792   0.3573885    0.33903545   0.35912308
   0.32595375   0.35998258   0.35999978 -12.157433     0.34432247
   0.35968533   0.3213507   -6.5360293   -4.033463    -0.73364604
   0.35249534  -0.44101685   0.35994524   0.35114795   0.12978214
   0.3377459    0.3279195    0.2844354    0.34951755   0.35999998
  -0.17180729   0.32345125  -4.346526     0.35807288]"
54,"[ 0.24259084  0.35846055  0.33273807  0.3430057   0.34716257  0.33748475
  0.32991794 -0.177122    0.32516804  0.34509447  0.34578127  0.3593191
  0.35969844  0.35012525  0.35957462  0.34805498  0.29941088  0.35999963
  0.34658778  0.34889215  0.35939628  0.3440708   0.35999757  0.3461347
  0.35766032  0.3261271   0.35999826  0.35866863  0.35970646  0.3599995
  0.32845426  0.35249162  0.35509026  0.34232122  0.3599785   0.34816918
 -0.17597961  0.35996193  0.34281904  0.29714683  0.34860975  0.3599997
  0.35999995  0.30388063  0.35845554  0.3599631   0.32499292  0.31253642
  0.3341544   0.32658547  0.35622787  0.3067221   0.35993013  0.35966468
  0.32122257  0.3419824   0.3332602   0.3497916   0.3505337   0.1323064
  0.34184107  0.33650085  0.04499695  0.35948402]"
55,"[ 0.34680387  0.34960842  0.34369844  0.33387008 -0.7752453   0.35494474
  0.35784346  0.35718432  0.33767298  0.35427168  0.35823852  0.35990348
  0.35897028  0.34834063 -0.7384864   0.34805164 -0.43031     0.35999995
  0.3361068   0.34291193  0.35994497  0.32588503  0.3599997   0.34432554
  0.3599021   0.32275456  0.3599996   0.3589103   0.3599686   0.35999995
  0.3442921   0.34494194  0.35860744  0.34363818  0.35999647  0.34754586
  0.34314722  0.35999912 -0.08524236  0.34610924  0.34930897  0.35999987
  0.36        0.32161283  0.31148058  0.35999006  0.34483868 -3.7634072
  0.35808748  0.34755626  0.3594106  -4.6441746   0.3599978   0.3587129
  0.3554359   0.35862917  0.3555759   0.35759732  0.34948358  0.3589694
  0.35024005  0.3393309   0.34138277  0.35959977]"
56,"[-0.13189411  0.34657702  0.3568205   0.18816692 -0.20012939  0.01443136
  0.35908636  0.35933375  0.3447474   0.3416305   0.35930637  0.35998705
  0.35970542  0.35098368 -0.55588394  0.34805065 -0.7566954   0.36
  0.33359504  0.34318373  0.35998738  0.34193835  0.35999998  0.3567795
  0.35990646  0.3400436   0.35999995  0.35988027  0.35999468 -0.02296376
  0.35664925  0.34393647  0.35960296  0.3435316   0.35999933  0.358791
  0.35357288  0.3599993   0.27056944  0.3594702   0.32498014  0.35999998
  0.36        0.3423184  -0.02411854  0.23080866  0.3593261   0.29101363
  0.35061163  0.34843615  0.35924765  0.32185364  0.34256005  0.35963118
  0.35955086  0.35892412  0.3591802   0.35922524  0.3489623   0.35992905
  0.3447213   0.1447283   0.3258494   0.35935083]"
57,"[-4.3217115   0.34862608  0.359029    0.06966716  0.18005615  0.35062808
  0.35971674  0.3218467   0.2638954   0.355499   -1.0708393   0.3599979
  0.3599854  -2.4933577   0.35802126  0.34805056  0.3325619   0.36
  0.33499002  0.34377587 -2.3949213   0.34455106  0.36        0.35898447
  0.35998106  0.35632986  0.26450026  0.35999575  0.35999903 -8.602874
  0.35906047  0.34470218  0.35998353  0.34371096  0.35999987  0.3593996
  0.3578149   0.35999992  0.2761396   0.3596736   0.3244842   0.36
  0.36        0.21741223  0.1226733   0.3380889   0.3596624   0.22204094
  0.33563408  0.1908474   0.35755837  0.35648006  0.35989925  0.35999474
  0.3598048   0.3598829   0.35978174  0.35986024  0.34889716  0.35997558
  0.35743305  0.3492849   0.33574444  0.35918298]"
58,"[ 0.31964484  0.3482169   0.35980922  0.3350067   0.22950779  0.35627744
 -0.13884294 -0.27479368 -2.244       0.3586535  -0.79310524  0.35999966
  0.3599981  -0.23892105  0.35248822  0.34805065  0.35194674  0.36
  0.35133925  0.32064635  0.03097421  0.34620774  0.36        0.3599058
  0.3599976   0.35925847  0.07034862  0.35999975  0.3599999   0.30541435
  0.3599348   0.3448258   0.35999256  0.34375235  0.35999998  0.3599195
  0.35944933  0.35999998 -0.21538955  0.35989425 -0.2031315   0.36
  0.36        0.35303083  0.28730553  0.33995798  0.35994238  0.33258218
  0.34969997 -0.12499291  0.35457355 -1.5278535   0.35987148  0.35999784
  0.35998333  0.35999689  0.35163978  0.3599773   0.34885386  0.35999325
  0.22315075  0.35929662  0.34651655  0.3582984 ]"
59,"[ 0.3490276   0.33165362  0.35998636  0.35036284  0.31144997  0.3597877
 -3.8206682   0.24735564 -0.3554318   0.35978556  0.3405695   0.35999995
  0.35999972 -1.3747898   0.3592423   0.35854378  0.35882205  0.36
  0.3498952   0.32597652 -0.8518591   0.15376464  0.36        0.35998163
  0.35999966  0.3599649   0.21704064  0.35999995  0.36        0.35238788
  0.35998756  0.33895648  0.3599981   0.35832983  0.36        0.35998964
  0.35657743  0.36        0.09723073  0.3599873   0.26919696  0.36
  0.36        0.34958127  0.32379606  0.35163635  0.18459855  0.02850598
  0.34817067  0.29855838  0.34813714  0.16852275  0.3599819   0.3599996
  0.3599977   0.2362758   0.3599821   0.35999593  0.34886456  0.35999888
 -5.044663    0.35991773 -0.32859296  0.35672382]"
60,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
61,"[  0.33211258   0.34170598  -1.3123511    0.32503983  -0.9475347
   0.3420566    0.2772747    0.19573796   0.3351708   -0.46093303
  -0.08370751  -0.15679753  -1.8887724    0.34016532   0.31981945
   0.3175164   -0.4338078   -2.7677832    0.33423036   0.2887208
  -0.09498757   0.07283035   0.3276655   -0.04367679   0.33585683
  -0.66052437   0.2912988   -0.08356616   0.34044683   0.34757325
  -8.520352    -0.7090353   -0.28252792   0.34565267   0.33152103
   0.1223387    0.3143701    0.3353382    0.05794004  -8.303095
 -12.593659     0.32549283   0.11714944   0.33314556   0.34218383
   0.1370194   -0.9437591    0.337198     0.3336535    0.33687434
  -0.37895483   0.34415856  -0.33126348  -0.35816157   0.1405211
   0.3207043   -0.76388824   0.03204098   0.3393861   -1.4407293
   0.33211258   0.33556634  -3.310441    -0.5060968 ]"
62,"[ 3.0776823e-01  3.3722234e-01  2.2066908e-01  3.3719671e-01
  3.0375624e-01  3.0396584e-01 -2.8582543e-01  3.0374312e-01
  3.4149802e-01  3.4708285e-01  1.5383479e-01  5.3208292e-02
  4.3624401e-02  3.3455983e-01  3.2612851e-01  5.2872300e-04
 -2.1711320e-02  9.8084360e-02 -2.6346540e-01  1.2812594e-01
 -1.1260297e+00  3.4437889e-01  3.3684516e-01  2.2152132e-01
  3.4123975e-01  1.4862438e-01  6.7472160e-02 -5.4226243e-01
  3.3506328e-01  3.4303483e-01  1.5677243e-02  3.1661308e-01
  3.1480038e-01  3.3630037e-01 -1.6616672e-01  3.5664082e-02
 -5.3100598e-01  3.4618786e-01  2.9281962e-01 -1.4975277e+00
 -8.3431935e-01 -1.1577603e+00  3.1033430e-01  3.3162630e-01
  2.7175215e-01 -1.7217764e+00 -1.1899083e+00  2.9414710e-01
  2.3654342e-02 -4.4972317e+01 -4.7725868e+01 -1.6569523e+00
 -3.3920527e-02 -7.5129290e+00  3.5351667e-01  3.3119744e-01
 -1.6646755e-01  2.6457578e-01  3.3810309e-01  2.5105736e-01
  3.1942201e-01  3.4053242e-01  2.8674105e-01  1.6170120e-01]"
