Time Steps,h
51,"[-8.56217224e+02  2.12435678e-01 -1.01944566e-01  3.59557420e-01
  2.03993723e-01  3.36736500e-01  3.59457016e-01  3.59993219e-01
  2.11010352e-01 -3.60661626e-01  3.10398400e-01 -2.23820972e+00
  2.29818821e-01 -2.31126123e+03  2.30753422e-03  3.30296040e-01
  3.31494272e-01 -4.97731842e+02  3.44388425e-01 -3.28115940e+00
  3.07630897e-01 -1.51201096e+01 -6.54695332e-02  1.69523090e-01
  3.76631320e-02  3.07021976e-01 -1.12111427e+02  1.67936385e-01
  3.56558084e-01 -1.35577881e+00  3.46709639e-01 -2.92902603e+01
  3.44084263e-01 -2.46881104e+00 -6.38589859e+01 -2.33884414e+04
  3.56263578e-01  1.87798232e-01  3.51896644e-01 -1.19568057e+04
  1.91762999e-01 -8.02466455e+03 -3.54642792e+02  2.45560765e-01
  3.46218407e-01  2.64274865e-01  1.45672143e-01 -4.31023455e+00
  3.51751506e-01  3.46155196e-01  3.49200040e-01  3.59040767e-01
 -8.16192985e-01  3.51265937e-01  3.46741080e-01 -1.18121436e+03
  3.59991938e-01  3.49568576e-01  2.89846182e-01  3.35023195e-01
 -9.02812207e+03 -4.41935062e-01 -1.52132043e+03 -2.00258522e+01]"
52,"[-8.1200004e-01  3.3861417e-01  2.7962887e-01  3.5990620e-01
  3.2556310e-01  3.4406564e-01  3.5995623e-01  3.5999858e-01
  2.9437774e-01  2.6376969e-01  3.5031110e-01 -4.9901938e-01
  3.3815572e-01 -2.9111382e+01  2.9746395e-01  3.4531084e-01
  3.4248468e-01 -6.2952447e+00  3.4633520e-01 -2.4426442e-01
  3.5569790e-01  8.9180887e-02  2.6702601e-01  2.6394245e-01
  1.5418451e-01  3.4604615e-01 -3.1222935e+00  3.0079180e-01
 -2.2847099e+00  2.6687562e-01  3.2193905e-01 -3.3333975e-01
  3.1544963e-01 -8.8023019e-01 -1.2709777e+00 -8.0371753e+02
  3.5928637e-01  3.4583953e-01  3.4974873e-01 -8.6494678e+02
  3.1542671e-01 -1.3992177e+02 -3.7711830e+00  3.3002439e-01
  3.4671113e-01  3.3652163e-01  3.1624883e-01  1.5852129e-01
  3.3037177e-01 -9.5667953e+01  3.4921268e-01  3.5992643e-01
  3.5556245e-01  3.5851264e-01  3.2654026e-01 -3.2825657e+01
  3.5999832e-01  3.4958553e-01 -2.1744280e+00  3.5441557e-01
 -1.8424612e+02  1.6203183e-01 -5.0518188e+01 -5.8001018e+00]"
53,"[-1.0348915e+02  3.5483497e-01  3.3501524e-01  3.5998014e-01
  3.2481876e-01  3.4709948e-01  3.5999781e-01  3.5999972e-01
  3.3388382e-01 -7.1832709e+02  3.5809624e-01  2.8883809e-01
 -3.7150559e+00 -1.9733461e+01  3.3535269e-01  3.3958536e-01
  3.4828302e-01 -3.8130269e+00  3.4673184e-01  2.6634237e-01
  3.5953242e-01  3.1534514e-01  3.2201901e-01  3.3028963e-01
  3.4784454e-01  3.5709158e-01 -1.1107773e+00  3.5189855e-01
  2.5424761e-01  3.3056638e-01  3.3885360e-01  3.4155604e-01
  3.2938868e-01  1.3122594e-01 -4.1544437e-03 -3.0025317e+02
 -5.8226601e+01  3.5720092e-01  3.4914458e-01 -4.3435020e+01
  3.4357628e-01 -1.1850868e+00 -4.7127032e+02 -8.8770126e+01
  3.4678796e-01  3.2285669e-01  3.5020545e-01  2.5381142e-01
  3.4256598e-01 -1.8440380e+01  3.5756606e-01  3.5999253e-01
 -1.1380476e+01 -3.7733093e+03  3.3243591e-01  3.4441558e-01
  3.5999966e-01  3.4959361e-01 -7.3283899e-01  3.5815832e-01
 -4.8495421e+00  2.9599607e-01 -1.9282606e+01 -3.8252330e-01]"
54,"[-9.1733623e-01  3.5958576e-01  3.4351379e-01  3.5999584e-01
 -4.8381157e+00  3.4795979e-01  3.5999992e-01  3.5999995e-01
  3.4383920e-01 -8.6880760e+00  3.5956299e-01  3.5636213e-01
  2.9082012e-01 -1.4665310e+00  3.2244268e-01  3.5677135e-01
  3.5002169e-01 -1.6683208e+02  3.4683824e-01 -1.4249116e+01
  3.5992047e-01 -3.6594833e+01  3.4007397e-01 -2.3502862e-01
  3.5244602e-01  3.5947502e-01  7.3090374e-02  3.5877287e-01
  3.3928582e-01 -7.9861122e+01  3.5818866e-01  3.5765958e-01
 -1.5680536e+02  3.0706742e-01  2.8400865e-01 -3.9236221e+01
 -5.8371704e+02  3.5939303e-01  3.4900576e-01 -8.5022008e-01
  3.4681487e-01 -4.5372546e-01 -1.3346210e+02 -2.5529375e+00
  3.4679356e-01  3.4555578e-01  3.5808298e-01  3.3366799e-01
 -2.6642895e+00  2.2282192e-01  3.5932496e-01  3.5999876e-01
 -1.5202135e-01 -6.2930389e+02 -2.1043330e-01  2.5453117e-01
  3.5999992e-01  3.4959772e-01  1.9164000e-01  3.5984391e-01
 -7.2687018e-01  3.3273220e-01 -2.5217657e+00  2.4746455e-01]"
55,"[ 2.6989818e-01  3.5994089e-01  3.4632447e-01  3.5999912e-01
 -1.7723597e+00 -2.0776129e+00  3.6000001e-01  3.6000001e-01
  3.2662040e-01  2.3553154e-01  3.5990578e-01  2.0246692e-01
  3.5963386e-01  2.6141018e-01  3.3171815e-01  3.5920012e-01
  3.2945901e-01 -1.7334633e+01  3.5700172e-01 -4.4796944e-02
  3.5998395e-01 -8.5569119e-01  3.4524703e-01 -4.6307921e-02
 -8.2886816e+03  3.5989556e-01  2.9175851e-01  3.5976124e-01
 -4.9137845e+02 -7.6140457e+01  3.5951218e-01  3.5950580e-01
 -6.7391286e+00  3.2167345e-01  3.5011563e-01 -5.3238568e+00
 -7.6175125e+01  3.5987052e-01  3.4897017e-01 -6.3380271e-02
  3.2811761e-01  1.8358633e-01 -1.4744148e+00  3.1530190e-01
 -5.9825883e+04  3.3365774e-01  3.5958558e-01  3.2265019e-01
 -5.2031048e+01  1.8260993e-01  3.5993570e-01  3.5999975e-01
  3.5862988e-01 -1.3627303e+01 -2.4972425e+00  3.4720892e-01
  3.5999998e-01  3.2938981e-01  3.2236946e-01  3.5998109e-01
  1.3146125e-01  3.5491613e-01 -1.2075049e-01  3.3733425e-01]"
56,"[-1.59664369e+00 -1.68154132e+00  3.47464740e-01 -1.97489853e+01
 -2.42726803e+00 -1.89524972e+00  3.60000014e-01  3.60000014e-01
  3.32844555e-01  2.97749579e-01 -7.52142715e+01  2.35315561e-02
 -5.82488477e+03 -1.22704025e+02 -4.20074570e+04  3.59910786e-01
  3.42452139e-01 -2.76141286e-01  3.59189749e-01 -5.00461963e+03
  1.18070647e-01 -3.85934570e+03  3.28955382e-01  3.19880277e-01
 -4.39781990e+01  3.59978348e-01  3.39589417e-01  3.59950274e-01
 -4.53369713e+01 -2.34511995e+00  3.59918773e-01  3.59946609e-01
 -5.80158234e-01  3.55273247e-01 -2.16959473e+04 -7.28995562e-01
 -5.25124121e+00  3.59972835e-01  3.48958760e-01 -2.93824066e+02
 -7.30203500e+05  3.40664595e-01 -2.59741573e+01 -1.31660437e+03
 -1.90862915e+02  3.46170813e-01 -2.80231895e+01 -1.01790845e+03
 -1.77973592e+00 -3.22906017e+00  3.59994590e-01 -3.60064758e+02
 -3.29097795e+00 -5.92119551e+00  7.82278776e-02 -7.89706482e+02
  3.60000014e-01  3.41801852e-01 -2.73192692e+00  3.59988451e-01
 -1.56288853e+01 -7.84987256e+03  2.34692618e-01 -1.73362869e+02]"
57,"[ 2.6865861e-01  3.1308916e-01  3.4796175e-01 -3.9282215e-01
  2.5649238e-01  2.6752046e-01  3.6000001e-01  3.6000001e-01
  3.4409189e-01  3.4969583e-01 -1.0740628e+00  3.5318303e-01
 -1.8156337e+00 -6.7747116e+01 -3.1001819e+03  3.5998935e-01
  3.5776749e-01  1.1487636e-01  3.5990864e-01 -5.8628290e+02
  1.6866623e-01 -2.7362790e+00  3.4708396e-01  3.4563202e-01
  2.2541687e-01  3.5999548e-01 -1.5962079e+01  3.5998958e-01
 -1.1276401e+00 -6.3980538e-01  3.5998502e-01  3.5999286e-01
  1.3833156e-01  3.5858554e-01 -1.4556328e+01  1.3563162e-01
 -1.2156633e+00  3.5999432e-01  3.4895414e-01 -6.2898659e+01
 -4.6944516e+04  3.5307011e-01 -1.3570151e+01 -3.4695630e+02
 -1.8013996e+00  3.4671676e-01  1.7821746e-01 -2.4739900e+02
  3.5393220e-01  2.4122697e-01  3.5999930e-01 -4.5733299e+00
 -6.6132979e+00 -5.1335657e-01  3.5559550e-01 -1.4977383e+01
  3.6000001e-01  3.4735963e-01 -1.5269390e+00  3.5999948e-01
 -3.5124660e-01 -1.0679108e+02  3.0811700e-01 -6.1255183e+00]"
58,"[-1.0307410e+01 -1.7639447e+03  3.2813746e-01  2.5216454e-01
 -4.5834020e+06 -5.8792076e+01 -5.1456128e+02  3.6000001e-01
  3.5680896e-01  3.5850734e-01  3.5930535e-01  3.5663003e-01
 -2.8839886e-02 -2.7845492e+00 -6.3663917e+00  3.5999820e-01
  3.5939726e-01  3.4523416e-01  3.5998878e-01 -1.3770458e+00
  3.5526001e-01 -4.5542695e+03  3.5679474e-01  3.5726383e-01
  2.1392815e-01  3.5999906e-01 -9.5400686e+00  3.5999781e-01
 -1.7991928e+02 -3.8182553e+05  3.5999563e-01  3.5999870e-01
 -4.0742617e+04  3.5981831e-01  3.6853552e-04  3.1235015e-01
  1.4887051e-01  3.5999882e-01 -1.9772042e+03  3.4923643e-02
 -7.1248016e+02  3.5848063e-01 -2.0855312e+02 -8.0298700e+00
 -5.8384478e-01  3.5766920e-01  3.3674002e-01 -9.0831769e-01
 -6.6091263e+01  3.4782144e-01  3.5999990e-01  3.1665707e-01
  2.8520703e-01  2.4320947e-01  3.5717827e-01  3.4856763e-01
  3.6000001e-01 -2.6043840e+04  2.5706518e-01 -8.1350479e+00
  2.4450755e-01 -9.7350669e-01  3.5044533e-01 -5.9562767e-01]"
59,"[-8.8094503e-02 -2.9569632e+02  3.5687637e-01  3.3486715e-01
 -2.3140483e+02 -4.1433907e+00 -6.4120209e-01  3.6000001e-01
  3.5920352e-01  3.5972154e-01  3.5410139e-01  3.5969034e-01
  2.7666765e-01 -6.8081045e-01 -1.6896921e+01  3.5999966e-01
  3.5994869e-01  3.4109509e-01  3.5999808e-01 -3.0654535e+00
  3.5791507e-01 -3.7324934e+00  3.5922652e-01  3.5959065e-01
  3.3732796e-01  3.5999981e-01 -8.9162648e-02  3.5999954e-01
 -2.0950581e+01 -1.3915495e+02  3.5999939e-01  3.5999975e-01
 -7.5698676e+00  3.5997391e-01  2.8358179e-01  3.4997925e-01
  3.2766098e-01  3.5999975e-01 -1.0343748e+01 -5.9242249e-02
 -3.8191583e+02  3.5977414e-01 -5.7988926e+01 -3.2797084e+00
  1.9300097e-01  3.5931429e-01  3.5472375e-01 -9.9435244e+00
 -2.4117222e+01  3.5709327e-01  3.5999998e-01  3.3147895e-01
  3.0192974e-01  3.3743584e-01  3.5971025e-01  3.2168552e-01
  3.6000001e-01 -1.2501289e+02  3.2824570e-01  1.9441736e-01
  3.3377236e-01 -3.5840118e-01  3.5762674e-01  1.4151572e-01]"
60,"[0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987 0.35999987
 0.35999987 0.35999987 0.35999987 0.35999987]"
61,"[ 3.3935708e-01  3.1609395e-01 -7.9104915e+00  3.1884605e-01
  3.1525958e-01  3.1701848e-01  3.1949744e-01  3.0511457e-01
  2.9500425e-03  3.3880386e-01  3.3958766e-01  2.2738115e-01
 -1.7426033e+01  5.7431072e-02  3.1855881e-01  3.1959838e-01
  3.1699365e-01  5.3953469e-02  3.1765777e-01  3.1537074e-01
  3.2842278e-02  3.1391117e-01  3.4149894e-01  7.3760927e-02
  3.3812398e-01  3.3863047e-01  3.3881205e-01  3.1781420e-01
  3.3908951e-01  3.3970350e-01 -2.5442445e-01  3.3841130e-01
 -7.0490623e+00 -8.2137048e-02  2.8734279e-01  3.3152330e-01
  3.1397396e-01  3.1933311e-01  3.3943322e-01  3.3908951e-01
 -1.2704226e+00  3.3914369e-01 -8.7327642e+00  3.3909011e-01
 -4.7897980e+01 -1.9363512e+01 -8.7752747e+01  3.3535856e-01
 -2.5840324e-01  3.1667802e-01  3.3890626e-01 -3.9011329e-01
  2.8146368e-01  3.3978772e-01  3.3535856e-01  3.3908886e-01
  3.3779034e-01  3.3815396e-01  3.0602366e-01  3.1861380e-01
  3.3915687e-01  3.3902055e-01  3.1843823e-01  3.3409593e-01]"
62,"[ 3.2449687e-01  3.2339168e-01 -2.6006562e-01  3.4306973e-01
  3.3568755e-01  3.3924964e-01  3.4469318e-01  3.4168854e-01
  2.5932756e-01  3.2347673e-01  3.4502053e-01  3.2067311e-01
 -1.2434306e+01  2.6134825e-01  3.4287375e-01 -1.2577794e+05
  3.3900380e-01  2.7002853e-01  3.2603890e-01  3.3519417e-01
  2.4043599e-01  3.3198881e-01  3.4655163e-01  2.7547660e-01
  3.4226653e-01  3.2305783e-01  3.4293130e-01  3.4100577e-01
 -8.7402641e+01  3.2512125e-01  2.2465323e-01  3.4264064e-01
  1.4908433e-02 -2.5237971e+04  3.4126154e-01  3.2698154e-01
  3.3199754e-01 -1.8838167e+01  3.2428980e-01  3.2411581e-01
  2.4195349e-01  3.4398618e-01  1.3182759e-03  3.4426871e-01
 -2.6421299e+00 -3.2899064e-01 -4.1581073e+00  3.3596846e-01
  3.3290386e-01 -2.4654631e+04  3.4378269e-01 -2.4618669e+00
  3.4321141e-01 -1.4145723e+02 -1.9219183e+05  3.4384412e-01
 -5.4326230e+03  3.2131693e-01  3.0097347e-01 -7.2793262e+02
  3.2444844e-01  3.4368294e-01  3.4223437e-01  3.1252316e-01]"
63,"[-3.0789595e+03 -9.0459480e+06  2.4824747e-01  3.4678501e-01
 -7.8712095e+03  3.2744104e-01  3.3344823e-01  3.4985787e-01
  3.3115914e-01 -4.9346664e+04  3.4886712e-01 -6.1240271e+02
 -1.1490756e-01  3.3009928e-01  3.1387493e-01 -2.5224961e+03
  3.2626930e-01  3.3571750e-01 -3.9914631e+03 -1.2357647e+04
  3.0056393e-01  3.1721026e-01  3.4141070e-01 -2.0358388e+02
  3.4515598e-01 -4.9256594e+05  3.4614450e-01 -9.3989077e+00
 -5.1552100e+00  3.4364322e-01 -2.5837178e+00  3.4601605e-01
  2.5632352e-01 -1.9044453e+02 -1.6830322e+03  3.2505059e-01
 -7.6875278e+03 -3.1774825e-01  2.8128844e-01 -5.2537281e+05
  3.2727110e-01 -2.1702412e+04  2.8983256e-01  3.4794515e-01
 -1.3154036e-01  2.3761138e-01 -3.7273705e-01  3.3686599e-01
  3.3708459e-01 -1.0961233e+03  3.4737074e-01 -6.2230732e+03
  3.3135831e-01 -4.1158977e+00 -9.3786121e+02  3.4737974e-01
 -4.4037506e+02  3.2949707e-01  2.9971519e-01 -3.3039097e+01
  3.3252245e-01 -1.8849158e-01  3.4564579e-01 -9.7309744e-01]"
64,"[-1.3550287e+02 -4.9993359e+03 -1.1228033e+03  3.4801400e-01
 -4.8012253e+01  3.4122419e-01  3.4409398e-01  3.5004851e-01
  3.4229431e-01 -7.8902649e+01 -7.5227435e+02 -6.9039464e+00
  1.5037867e-01  3.1892106e-01 -5.5925537e+02 -3.0390793e+01
 -2.9664560e+02  3.4603396e-01 -3.0510696e+01 -1.7814471e+02
  3.3109552e-01  3.3078355e-01  3.2065415e-01 -4.8065143e+00
 -6.7768701e+03 -6.4951880e+02  3.4684330e-01 -1.1300255e+00
  3.2751825e-01  3.2189572e-01 -1.1414212e-01 -9.2592422e+01
 -1.6616872e+02 -1.6814619e+00 -7.9237350e+01 -6.5200210e+03
 -4.3972727e+04  3.2563180e-01 -4.5664197e+02 -1.9318939e+03
 -6.2049204e+03 -7.6375647e+02 -5.5545630e+02  3.4888124e-01
  1.9532701e-01  3.1047446e-01  1.6567865e-01  3.3641648e-01
  3.4307101e-01 -3.2521152e-01 -1.7324605e+02 -1.7925892e+01
 -5.4482328e+04  2.7869159e-01 -9.0992479e+00  3.4828869e-01
 -8.5043583e+00  3.4315807e-01  3.0607262e-01 -1.7081690e-01
  3.3837870e-01  3.1580824e-01  3.2798722e-01  1.3657957e-01]"
65,"[-9.8587999e+00 -1.2160220e+02 -1.2249265e+01  3.4820908e-01
 -2.5812955e+05  3.4145117e-01 -3.9366754e+02  3.4927872e-01
  3.2484731e-01 -1.0987879e+00 -1.2712376e+01 -2.6601389e+02
  3.3205524e-01 -9.9543330e+03 -2.5277590e+01 -1.6700748e+01
 -2.8038321e+00  3.4808737e-01 -4.3797046e-02 -4.3393650e+00
  3.1988743e-01  3.3024278e-01 -5.8893492e+04  2.1730582e-01
 -5.5510765e+01 -1.4519057e+01  8.3359152e-02  1.5643436e-01
  2.9685771e-01  3.3399463e-01  2.7963752e-01 -2.1752558e+00
 -8.9492264e+00 -1.8658996e-01 -7.0160460e-01 -2.6220337e+02
 -1.1012968e+03 -2.7546782e+00 -4.5008125e+01 -2.3119728e+01
 -2.4624696e+00 -9.2864990e+00 -1.3506952e+02  3.4905392e-01
 -3.5157191e+05  3.4126773e-01  2.8903058e-01 -1.4477521e+02
  3.4618261e-01 -3.4965746e+04 -2.7578311e+00 -4.5119031e+04
 -2.1300267e+02  2.9030463e-01 -5.3292518e+00  3.4844935e-01
 -4.1277795e+00  3.4399885e-01  3.4739223e-01 -4.9912333e-03
 -1.7822319e+03  3.4921193e-01  3.3993626e-01  3.2030523e-01]"
66,"[-3.1732619e-01 -2.4965509e+01  1.8196954e-01  3.2797477e-01
 -5.3756763e+02  3.4156650e-01 -5.5335479e+00  3.4934077e-01
  3.3819610e-01 -6.7353820e+04  2.0872824e-01 -1.1722589e+00
  2.6937217e-01 -6.8698837e+01 -3.2053418e+00 -2.4723639e+00
  3.4100097e-01  3.4882501e-01  2.2601750e-01 -8.6063695e-01
  3.3675262e-01  3.3014372e-01 -5.2312372e+02  3.2324216e-01
  2.6191327e-01 -2.6740646e+00  3.4854019e-01  2.7743658e-01
  3.3909008e-01  3.3967596e-01  3.2618472e-01  3.5076246e-01
  1.1197683e-01 -1.5999099e+01 -1.3181800e-01  1.6271219e-01
 -1.3637389e+01  5.3616434e-02 -1.7758600e+00 -2.8823430e+03
 -7.4854999e+02 -5.1021695e+00 -8.1684752e+00  3.4900200e-01
 -7.2037689e+02  3.4627593e-01  3.1608421e-01 -4.7547221e-01
  3.4683982e-01 -1.1268218e+02  3.4807655e-01 -1.6956551e+04
 -2.0287552e+00  3.3656150e-01 -6.6647446e-01  3.2834440e-01
 -4.0563726e-01  3.4439299e-01  3.5726321e-01 -4.7760742e+03
 -1.0153935e+01  3.5022876e-01  3.4479910e-01  3.2139975e-01]"
67,"[ 2.8613424e-01 -4.9898887e+00  2.8156760e-01  3.4098771e-01
 -8.0164814e+00  3.2178342e-01  1.9486219e-01  3.2903442e-01
  3.4441689e-01 -1.3202238e+02  2.8813624e-01  3.4704155e-01
 -2.5483513e+00  9.0965480e-02 -5.7361197e-01 -6.9647312e-02
  3.4079382e-01  3.4916821e-01  3.0926141e-01  1.3181210e-02
  3.3786774e-01  3.5322493e-01 -4.8830385e+00  3.3936909e-01
  1.5458979e-01 -2.2716129e-01  3.3385590e-01 -7.2040894e+01
  3.4765822e-01  3.4107104e-01  3.3673340e-01 -1.4330750e+02
  2.0499688e-01  1.4796489e-01  2.9119390e-01 -9.3293142e-01
 -7.3498034e+00  3.0238163e-01 -1.9661331e-01 -1.4746651e+02
 -5.9572662e+01 -4.4001460e-01 -2.2980094e+00  3.2878503e-01
 -9.7364798e+00  3.2720292e-01 -8.3524714e+00  2.0264089e-01
  3.4693265e-01 -1.2642035e-01  3.5385063e-01 -5.5371454e+02
 -9.7365034e-01  3.4757447e-01  1.4848799e-01  3.4112558e-01
  2.0079271e-01  3.4437263e-01  3.5949847e-01 -4.6464046e+01
  2.0833707e-01  3.4923089e-01  3.4640247e-01  3.5137928e-01]"
68,"[ 3.3832660e-01 -4.4026661e-01  3.3400863e-01  3.4610754e-01
 -2.1336403e+00  3.2686305e-01  2.6908475e-01  3.4137478e-01
  3.4635612e-01 -2.0200071e+00  3.4121978e-01 -2.1020822e+04
  1.6343255e-01 -2.3057442e+00  1.9579948e-01  2.8814280e-01
  3.4088171e-01  3.4934068e-01 -2.6352948e+02  3.2060951e-01
 -7.3939945e+04  3.5838151e-01 -2.5550370e+00 -3.2934380e+03
  3.0965972e-01 -2.5180809e+01  3.4472880e-01 -4.0196261e+00
  3.4518415e-01 -1.7857980e+05  3.1938082e-01 -3.2612171e+01
 -4.4422520e+01  2.7470216e-01  3.3038518e-01  2.1177459e-01
 -8.3371627e-01  3.3828348e-01  3.3532894e-01 -6.7072594e-01
 -1.2093411e+01  2.3263957e-01 -2.8143883e-02  3.4187692e-01
 -3.9157348e+00  3.3286458e-01 -5.4901516e-01  3.2853717e-01
  3.4692997e-01 -1.1308307e+04  3.5308409e-01 -8.4488611e+00
 -5.6400714e+02  3.4985271e-01  3.2380933e-01  3.4653524e-01
  2.7986684e-01  3.4434086e-01  3.5989967e-01 -2.3914161e+00
  3.1802139e-01  3.4849653e-01  3.2603166e-01  3.5786611e-01]"
69,"[-2.4022474e+00  2.0036730e-01  3.2836205e-01  3.4783989e-01
 -5.0953460e-01  3.3814865e-01 -2.2435222e+02 -1.7735140e+01
  3.4674275e-01 -5.2995547e+03  3.4184644e-01 -6.0838855e+02
  3.4592849e-01 -5.8570274e+01  3.1307104e-01 -6.8835089e+02
  3.4235749e-01  3.4941718e-01 -7.3026657e-01 -3.8991373e+02
 -2.2985411e+02  3.5973090e-01 -1.6442025e-01 -2.3862346e+04
 -5.5114666e+01 -2.7774744e+00  3.4635329e-01  1.4862506e-01
  3.0247810e-01 -2.8452240e+02  3.2692319e-01 -1.7733794e+00
 -8.9606524e-01  3.4416690e-01 -5.4546268e+01  3.5146773e-01
  1.9132026e-01  3.4653401e-01  3.5154438e-01 -1.6308075e+02
 -1.5094881e+05  3.2133970e-01  2.8801566e-01  3.4705809e-01
 -4.9983788e-01  3.3864707e-01  3.4094739e-01  3.5319719e-01
  3.4691888e-01 -5.5742775e+01  3.3141539e-01 -3.5355506e+00
 -7.5649166e+00  3.5034508e-01  3.5222918e-01  3.4826103e-01
  3.1540021e-01  3.4429696e-01  3.5997924e-01 -1.1188901e+03
  3.3281100e-01  3.4831512e-01  3.3923742e-01 -1.8029386e+00]"
70,"[-7.47898340e-01  3.28179359e-01  3.38340431e-01  3.27568173e-01
  2.13399485e-01  3.55354935e-01 -7.27895069e+00 -1.29624498e+00
  3.46843004e-01 -1.04801846e+01  3.47207010e-01 -5.19639206e+01
 -6.01645803e+00 -1.71217766e+01  3.14535439e-01 -2.72273064e+00
  3.56047183e-01  3.29115033e-01  3.52483660e-01 -1.14664085e+02
 -2.46361971e+00  3.59950900e-01  2.85713673e-01 -7.69401627e+01
 -3.52984142e+00 -3.87186706e-02 -9.09164786e-01  2.98159182e-01
  3.36061299e-01 -5.38877535e+00  3.31761241e-01 -3.59770179e-01
  3.27522367e-01  3.58843148e-01 -4.18571329e+00  3.59603792e-01
  3.29614997e-01  3.48549575e-01  3.58862787e-01 -2.48378487e+01
 -4.46550323e+02  3.39899570e-01  3.37807536e-01  3.48727107e-01
 -3.29668427e+01  3.37805003e-01  3.51831079e-01  3.58609259e-01
  3.46911848e-01  2.28931054e-01 -2.62262390e+02 -2.83510149e-01
  1.08376443e-01  3.29962373e-01  3.58382225e-01 -1.63076929e+03
  3.37051034e-01  3.44307214e-01  3.59995693e-01 -1.02933304e+02
  3.45291555e-01  3.57406855e-01  3.44714582e-01  2.34829322e-01]"
71,"[ 2.7431831e-01  3.5357124e-01  3.4508643e-01  3.4079495e-01
  3.5639736e-01  3.5888383e-01 -8.0585390e-02  1.2315580e-01
  3.4687832e-01  2.9468179e-02  3.4954157e-01 -1.1560609e+00
 -1.3563484e-02  1.7190030e-01 -8.1357507e+02  3.0427742e-01
  3.5906485e-01  3.4222722e-01  3.5759929e-01 -5.8745275e+00
 -8.0321229e-01  3.5999012e-01  3.4730327e-01  5.3467274e-02
 -1.2618163e+04 -6.2245712e+00  3.4183156e-01  3.4039170e-01
  3.4369162e-01 -1.0967646e+00  3.5402027e-01  2.2571073e-01
 -3.3173246e+00  3.5970849e-01  2.4915066e-01  3.5998011e-01
  3.5386235e-01 -6.8200562e+01  3.5992450e-01  7.9891443e-02
 -5.7607102e+00  3.5540441e-01  3.4727874e-01  3.4903938e-01
  1.6596913e-03  3.4495494e-01  3.5880035e-01  3.5970438e-01
  3.4689209e-01  1.4903829e-01 -2.7962894e+00  2.6028270e-01
 -3.8330406e+01  3.4343815e-01  3.5965586e-01 -1.1777279e+01
  3.5456958e-01 -8.0060708e+03  3.5999909e-01 -1.8851024e+00
  3.4820294e-01  3.5926455e-01  3.4642002e-01  3.5132676e-01]"
72,"[ 3.3333993e-01  3.5863873e-01  1.5782028e-01  3.4626609e-01
  3.5895383e-01  3.5984930e-01 -3.5502424e+00  2.7212766e-01
 -4.2815601e+02 -2.0657640e+02  3.4994173e-01 -1.6158283e-01
 -8.2430603e+01 -2.4858618e+00 -4.1266315e+01  3.5548303e-01
  3.5987815e-01  3.4749836e-01  3.5952660e-01 -1.5938205e+00
  1.5185185e-01  3.5999793e-01  3.5747263e-01 -8.6546219e+04
 -5.4548291e+03 -1.3208259e+03  3.2706639e-01  3.5267273e-01
 -4.1374512e+00  1.5616834e-02  3.5836932e-01  3.1925181e-01
 -1.0472834e-02  3.5999727e-01  2.9850093e-01  3.5999811e-01
  3.5869086e-01 -9.1954572e+02 -5.1871056e+01 -2.8531071e+01
 -2.4746876e+00  3.5884798e-01  3.4962714e-01  3.4909070e-01
  3.1648922e-01 -2.8848041e+02  3.5982162e-01  3.5993707e-01
  3.4689283e-01 -6.3259209e+01  3.4293726e-01  3.4112433e-01
 -2.1639514e+00  3.4865522e-01  3.5992607e-01  1.9964918e-01
  3.5874063e-01 -2.9863681e+02  3.5999981e-01 -7.0860171e-01
 -4.9260825e+02  3.5992721e-01  3.4645662e-01  3.5758904e-01]"
